FIPS,HomePriceGrowth19to20,HomePriceGrowth18to19,HomePriceGrowth17to18,HomePriceGrowth17to19,HomePrices2019,Population,TotalCasesPercent,TotalDeathsPercentPopulation,MaskUse,ClintonVoteShare,StateLocalTax,JanAvgTemperature,RuralUrbanCode
28075,0.002,0.042,0.039,0.083,0.098,0.074,0.088,0.003,0.840,0.382,0.120,51.4,5
28077,-0.010,0.057,0.032,0.090,0.1,0.013,0.092,0.001,0.606,0.345,0.120,52.6,8
28079,0.004,0.029,0.052,0.083,0.123,0.023,0.108,0.003,0.791,0.424,0.120,49.7,6
28081,0.027,0.039,0.039,0.079,0.13,0.085,0.110,0.002,0.685,0.305,0.120,48,5
28083,0.005,0.066,0.047,0.116,0.059,0.028,0.116,0.004,0.666,0.699,0.120,50,5
28085,0.006,0.054,0.066,0.123,0.124,0.034,0.097,0.003,0.658,0.293,0.120,52.5,6
28087,0.038,0.046,0.059,0.108,0.118,0.059,0.100,0.002,0.783,0.462,0.120,48.7,5
28089,0.051,0.017,0.016,0.034,0.229,0.106,0.086,0.002,0.744,0.408,0.120,50.8,2
28091,0.004,0.043,0.035,0.079,0.101,0.025,0.099,0.003,0.663,0.314,0.120,53,6
28093,0.059,0.083,0.069,0.159,0.108,0.035,0.108,0.002,0.851,0.541,0.120,45.6,1
28095,0.018,0.019,0.023,0.042,0.096,0.035,0.111,0.003,0.710,0.348,0.120,48.3,7
28099,0.012,0.025,0.043,0.068,0.105,0.029,0.124,0.006,0.900,0.257,0.120,50.1,7
28101,0.012,0.059,0.072,0.136,0.094,0.021,0.101,0.002,0.865,0.292,0.120,51.3,7
28105,0.033,0.000,0.005,0.005,0.173,0.05,0.086,0.002,0.833,0.489,0.120,49.3,5
28107,0.065,0.054,0.020,0.075,0.108,0.034,0.120,0.003,0.668,0.493,0.120,46.9,6
28109,0.038,0.019,0.035,0.055,0.14,0.056,0.069,0.002,0.738,0.165,0.120,53.6,6
28111,0.060,0.033,0.035,0.069,0.096,0.012,0.093,0.003,0.776,0.225,0.120,53,3
28113,0.015,0.021,0.037,0.059,0.105,0.039,0.073,0.002,0.686,0.493,0.120,53.5,6
28115,0.009,0.044,0.027,0.072,0.114,0.032,0.124,0.002,0.713,0.184,0.120,47.7,7
28117,0.026,0.037,0.038,0.077,0.093,0.025,0.105,0.002,0.623,0.209,0.120,46.6,7
28121,0.067,0.027,0.033,0.061,0.18,0.155,0.078,0.002,0.740,0.225,0.120,51.1,2
28123,0.019,0.052,0.092,0.149,0.079,0.028,0.100,0.002,0.795,0.406,0.120,50.5,6
28127,0.000,0.036,0.051,0.088,0.104,0.027,0.096,0.003,0.645,0.339,0.120,51.8,2
28129,0.017,0.081,0.058,0.143,0.096,0.016,0.090,0.002,0.611,0.212,0.120,51.3,8
28131,0.016,0.046,0.028,0.075,0.117,0.018,0.089,0.002,0.703,0.223,0.120,53.6,6
28133,0.056,0.045,0.044,0.090,0.062,0.025,0.122,0.003,0.680,0.701,0.120,49,7
28137,0.029,0.053,0.062,0.119,0.137,0.028,0.103,0.002,0.702,0.338,0.120,45.9,1
28139,0.019,0.057,0.032,0.091,0.089,0.022,0.121,0.003,0.647,0.199,0.120,45.7,6
28141,-0.001,0.040,0.043,0.085,0.095,0.019,0.106,0.003,0.595,0.119,0.120,45.9,8
28143,-0.037,-0.020,-0.021,-0.040,0.095,0.01,0.098,0.002,0.744,0.748,0.120,46.4,1
28145,0.033,0.040,0.028,0.069,0.113,0.029,0.131,0.002,0.689,0.175,0.120,47,6
28147,0.081,0.025,0.058,0.085,0.106,0.014,0.084,0.003,0.622,0.403,0.120,53.3,9
28149,-0.011,0.037,0.050,0.089,0.132,0.045,0.088,0.002,0.803,0.478,0.120,52.2,4
28153,0.143,0.064,0.027,0.092,0.099,0.02,0.117,0.002,0.781,0.367,0.120,51.2,7
28155,0.025,0.045,0.040,0.087,0.128,0.01,0.107,0.002,0.724,0.201,0.120,47.9,9
28159,0.000,0.047,0.089,0.141,0.103,0.018,0.121,0.004,0.875,0.434,0.120,49.2,7
28161,0.010,0.055,0.004,0.059,0.092,0.012,0.113,0.003,0.740,0.425,0.120,47.6,7
28163,-0.057,0.035,0.070,0.107,0.075,0.03,0.092,0.002,0.767,0.533,0.120,51.2,2
29001,0.035,0.034,0.056,0.092,0.118,0.025,0.080,0.000,0.648,0.342,0.112,28.5,7
29003,0.033,0.046,0.059,0.107,0.168,0.018,0.071,0.001,0.506,0.224,0.112,29.2,3
29005,-0.042,0.024,0.043,0.067,0.082,0.005,0.056,0.001,0.669,0.199,0.112,28,9
29007,0.033,0.055,0.045,0.102,0.102,0.025,0.081,0.002,0.608,0.255,0.112,31.9,6
29009,0.052,0.048,0.063,0.113,0.129,0.036,0.060,0.001,0.578,0.186,0.112,38.6,6
29011,-0.036,0.051,0.056,0.110,0.098,0.012,0.079,0.001,0.585,0.134,0.112,36.9,6
29013,0.041,0.049,0.066,0.118,0.124,0.016,0.065,0.001,0.681,0.202,0.112,35.6,1
29015,0.028,0.046,0.091,0.141,0.111,0.019,0.073,0.001,0.522,0.217,0.112,35.3,7
29017,0.006,0.088,0.122,0.221,0.126,0.012,0.086,0.001,0.618,0.124,0.112,37.7,3
29019,0.062,0.040,0.016,0.057,0.198,0.18,0.086,0.000,0.739,0.490,0.112,32.8,3
29021,0.053,0.058,-0.035,0.021,0.109,0.087,0.078,0.001,0.521,0.337,0.112,30.2,3
29023,0.011,0.028,0.030,0.059,0.113,0.042,0.078,0.001,0.477,0.176,0.112,39.8,5
29025,0.070,0.078,0.085,0.169,0.123,0.009,0.069,0.001,0.547,0.194,0.112,29.7,1
29027,0.030,0.071,0.066,0.142,0.16,0.045,0.098,0.001,0.540,0.260,0.112,33.5,3
29029,0.113,0.071,0.028,0.100,0.212,0.046,0.079,0.002,0.495,0.212,0.112,36.5,7
29031,0.022,0.020,0.012,0.032,0.167,0.079,0.094,0.001,0.674,0.229,0.112,38.4,3
29033,-0.006,0.042,0.082,0.127,0.087,0.009,0.094,0.002,0.637,0.171,0.112,31,6
29037,0.092,0.029,0.076,0.108,0.207,0.106,0.066,0.001,0.720,0.291,0.112,33.8,1
29039,0.006,0.046,0.062,0.111,0.123,0.014,0.046,0.001,0.496,0.161,0.112,37,6
29041,0.081,0.076,0.075,0.157,0.105,0.007,0.055,0.000,0.658,0.224,0.112,31.3,9
29043,0.121,0.073,0.052,0.129,0.194,0.089,0.076,0.001,0.704,0.205,0.112,37.4,2
29047,0.086,0.040,0.069,0.112,0.203,0.25,0.031,0.001,0.854,0.411,0.112,31.1,1
29049,0.056,0.061,0.077,0.142,0.161,0.02,0.073,0.003,0.726,0.252,0.112,29.7,1
29051,0.095,0.017,0.060,0.078,0.16,0.077,0.110,0.001,0.621,0.292,0.112,35.1,3
29053,0.046,0.033,0.082,0.118,0.141,0.018,0.094,0.001,0.723,0.242,0.112,33.2,6
29055,-0.020,0.036,0.047,0.084,0.133,0.024,0.084,0.001,0.550,0.188,0.112,35.4,6
29057,0.040,0.098,0.031,0.132,0.095,0.008,0.055,0.002,0.505,0.161,0.112,37.4,8
29059,0.047,0.061,0.067,0.132,0.128,0.017,0.048,0.001,0.525,0.171,0.112,36.6,2
29061,0.052,0.047,0.075,0.126,0.133,0.008,0.070,0.001,0.538,0.203,0.112,28.6,8
29063,0.053,0.052,0.065,0.120,0.152,0.013,0.072,0.002,0.564,0.179,0.112,28.8,3
29065,0.047,0.043,0.066,0.112,0.108,0.016,0.052,0.001,0.489,0.144,0.112,35.9,7
29067,0.023,0.036,0.035,0.072,0.112,0.013,0.057,0.002,0.495,0.148,0.112,37.9,6
29069,0.013,0.019,0.048,0.068,0.074,0.029,0.082,0.001,0.693,0.223,0.112,41.8,7
29071,0.115,0.033,0.060,0.094,0.168,0.104,0.079,0.001,0.691,0.246,0.112,35,1
29073,0.010,0.046,0.065,0.113,0.138,0.015,0.058,0.002,0.539,0.204,0.112,34.8,6
29075,0.101,0.082,0.153,0.247,0.089,0.007,0.111,0.003,0.550,0.199,0.112,28.3,8
29077,0.114,0.068,0.073,0.145,0.151,0.293,0.078,0.001,0.690,0.331,0.112,37,2
29079,0.049,0.053,0.009,0.063,0.071,0.01,0.083,0.003,0.483,0.181,0.112,28.6,7
29081,0.035,0.042,0.023,0.066,0.087,0.008,0.097,0.002,0.484,0.156,0.112,27.8,7
29085,0.090,-0.022,0.043,0.020,0.1,0.01,0.049,0.001,0.480,0.215,0.112,36.1,8
29089,0.042,0.049,0.063,0.115,0.133,0.01,0.070,0.000,0.722,0.264,0.112,32.4,6
29091,0.034,0.035,0.039,0.075,0.123,0.04,0.069,0.001,0.349,0.165,0.112,38.8,7
29093,-0.026,0.004,0.166,0.171,0.095,0.01,0.045,0.000,0.703,0.219,0.112,35.9,7
29095,0.131,0.040,0.084,0.128,0.155,0.703,0.041,0.000,0.819,0.411,0.112,32.5,1
29097,0.020,0.120,0.054,0.181,0.143,0.121,0.098,0.002,0.564,0.219,0.112,38.4,3
29099,0.061,0.050,0.041,0.093,0.18,0.225,0.082,0.001,0.663,0.297,0.112,36.1,1
29101,0.014,0.046,0.056,0.105,0.195,0.054,0.069,0.001,0.700,0.281,0.112,34.1,4
29105,0.018,0.050,0.048,0.100,0.133,0.036,0.081,0.002,0.394,0.159,0.112,36.8,6
29107,0.061,0.062,0.070,0.137,0.145,0.033,0.075,0.001,0.818,0.255,0.112,32.5,1
29109,0.054,0.014,0.074,0.089,0.117,0.038,0.070,0.002,0.459,0.174,0.112,37.5,6
29111,0.047,0.070,0.072,0.147,0.109,0.01,0.064,0.000,0.550,0.210,0.112,29.2,9
29113,0.088,0.022,0.073,0.097,0.191,0.059,0.070,0.000,0.581,0.223,0.112,33.2,1
29115,0.004,0.059,0.020,0.080,0.067,0.012,0.045,0.001,0.600,0.222,0.112,29.4,7
29117,0.032,0.033,0.048,0.083,0.115,0.015,0.085,0.002,0.510,0.197,0.112,29.3,6
29119,0.034,-0.005,0.057,0.052,0.111,0.023,0.083,0.001,0.614,0.161,0.112,40,2
29121,0.038,0.052,0.068,0.124,0.118,0.015,0.078,0.001,0.596,0.203,0.112,30.6,7
29123,-0.013,0.066,0.024,0.091,0.103,0.012,0.111,0.001,0.702,0.189,0.112,36.3,6
29125,0.047,0.033,0.039,0.073,0.152,0.009,0.061,0.001,0.622,0.176,0.112,36,8
29127,0.014,0.050,0.045,0.097,0.121,0.029,0.092,0.001,0.517,0.231,0.112,30.8,5
29129,0.131,0.060,0.038,0.100,0.064,0.004,0.047,0.001,0.423,0.124,0.112,27.2,9
29131,0.056,0.047,0.053,0.102,0.134,0.026,0.090,0.002,0.537,0.153,0.112,36.2,6
29133,-0.059,0.011,0.066,0.078,0.084,0.013,0.094,0.002,0.634,0.282,0.112,40.5,6
29135,0.036,0.046,0.064,0.113,0.135,0.016,0.103,0.002,0.520,0.181,0.112,34.1,3
29137,0.067,0.046,0.031,0.078,0.123,0.009,0.067,0.001,0.549,0.205,0.112,31.5,9
29139,0.169,0.001,0.003,0.004,0.088,0.012,0.048,0.001,0.699,0.206,0.112,33,6
29143,0.017,0.011,0.055,0.067,0.08,0.017,0.103,0.003,0.641,0.263,0.112,41,7
29145,0.058,0.054,0.047,0.103,0.128,0.058,0.068,0.001,0.584,0.188,0.112,39.5,3
29147,0.031,0.047,0.064,0.114,0.143,0.022,0.114,0.001,0.555,0.267,0.112,28.2,6
29149,0.109,0.087,0.106,0.203,0.101,0.011,0.063,0.000,0.370,0.185,0.112,40,9
29151,0.034,0.032,0.069,0.104,0.164,0.014,0.101,0.001,0.629,0.141,0.112,35.3,3
29153,0.071,0.003,0.083,0.086,0.144,0.009,0.059,0.001,0.565,0.161,0.112,38.8,9
29155,0.011,0.008,0.052,0.061,0.076,0.016,0.089,0.002,0.611,0.323,0.112,42.4,7
29157,0.031,0.057,0.055,0.115,0.15,0.019,0.105,0.001,0.710,0.174,0.112,36.8,6
29159,0.092,0.071,0.077,0.153,0.097,0.042,0.111,0.002,0.548,0.239,0.112,33.4,4
29161,0.040,0.040,0.030,0.071,0.14,0.045,0.066,0.003,0.564,0.257,0.112,36.2,5
29163,-0.013,0.048,0.086,0.138,0.114,0.018,0.080,0.001,0.427,0.245,0.112,32,6
29165,0.074,0.036,0.055,0.093,0.248,0.104,0.029,0.000,0.827,0.410,0.112,31.4,1
29167,0.040,0.073,0.077,0.155,0.139,0.032,0.065,0.001,0.605,0.191,0.112,36.8,2
29169,-0.045,0.025,0.017,0.043,0.162,0.053,0.056,0.001,0.529,0.217,0.112,36.5,5
29173,0.019,0.034,0.045,0.081,0.136,0.01,0.072,0.001,0.486,0.216,0.112,31.9,9
29175,0.043,0.038,0.049,0.089,0.095,0.025,0.073,0.001,0.604,0.221,0.112,31.6,6
29177,0.070,0.070,0.109,0.186,0.137,0.023,0.063,0.001,0.570,0.284,0.112,31.1,1
29179,0.037,0.030,0.023,0.054,0.116,0.006,0.041,0.000,0.595,0.178,0.112,36.9,9
29183,0.083,0.038,0.051,0.091,0.24,0.402,0.079,0.001,0.818,0.341,0.112,34.8,1
29185,0.048,0.048,0.064,0.115,0.108,0.009,0.061,0.001,0.509,0.202,0.112,36,8
29187,0.004,0.053,0.061,0.117,0.122,0.067,0.111,0.001,0.692,0.253,0.112,35.8,4
29189,0.099,0.028,0.039,0.068,0.196,0.994,0.086,0.002,0.879,0.557,0.112,35.4,1
29195,0.100,0.008,0.044,0.053,0.098,0.023,0.105,0.001,0.575,0.301,0.112,32.4,6
29201,0.012,0.022,0.045,0.068,0.108,0.038,0.097,0.002,0.632,0.207,0.112,39.8,4
29203,0.040,0.047,-0.003,0.044,0.109,0.008,0.058,0.001,0.341,0.199,0.112,38,9
29205,0.020,0.042,0.045,0.089,0.088,0.006,0.059,0.001,0.555,0.186,0.112,29.8,9
29207,0.061,0.073,0.026,0.101,0.091,0.029,0.078,0.001,0.587,0.141,0.112,39.6,6
29209,0.045,0.038,0.056,0.096,0.178,0.032,0.062,0.001,0.681,0.174,0.112,38.3,6
29211,-0.025,0.004,0.077,0.082,0.047,0.006,0.122,0.002,0.564,0.212,0.112,27.7,9
29213,0.087,0.065,0.029,0.096,0.151,0.056,0.080,0.001,0.654,0.186,0.112,38.9,4
29215,0.021,0.040,0.065,0.108,0.125,0.025,0.060,0.001,0.289,0.158,0.112,36.7,9
29217,-0.015,0.033,0.075,0.110,0.109,0.021,0.066,0.002,0.621,0.199,0.112,36.1,7
29219,0.060,0.025,0.072,0.099,0.185,0.036,0.057,0.000,0.696,0.248,0.112,34,1
29221,0.051,0.050,0.079,0.133,0.099,0.025,0.085,0.002,0.609,0.207,0.112,35.5,6
29225,0.042,0.042,0.077,0.122,0.156,0.04,0.075,0.001,0.450,0.190,0.112,36.7,2
29229,0.053,0.027,0.126,0.157,0.118,0.018,0.074,0.001,0.255,0.144,0.112,36.8,6
29510,0.133,0.023,0.054,0.077,0.128,0.301,0.069,0.001,0.863,0.795,0.112,35.5,1
30001,0.067,0.057,0.070,0.131,0.227,0.009,0.090,0.001,0.605,0.236,0.071,21.9,7
30007,0.063,0.081,0.067,0.154,0.271,0.006,0.061,0.001,0.638,0.183,0.071,28.3,9
30009,0.053,-0.017,0.039,0.021,0.311,0.011,0.074,0.001,0.527,0.305,0.071,28.1,3
30013,0.082,0.033,0.046,0.081,0.196,0.081,0.091,0.002,0.527,0.352,0.071,25.8,3
30015,0.030,0.072,0.027,0.101,0.16,0.006,0.083,0.001,0.498,0.281,0.071,22.6,8
30017,0.035,0.084,0.062,0.151,0.183,0.011,0.099,0.001,0.510,0.227,0.071,23.4,7
30021,0.007,-0.011,0.070,0.058,0.168,0.009,0.121,0.003,0.435,0.180,0.071,20,7
30023,0.054,0.059,0.061,0.123,0.133,0.009,0.109,0.001,0.622,0.489,0.071,24.2,7
30027,0.070,0.043,0.067,0.113,0.207,0.011,0.091,0.002,0.448,0.206,0.071,24.6,7
30029,0.116,0.068,0.068,0.140,0.36,0.104,0.100,0.001,0.598,0.285,0.071,27,5
30031,0.162,0.076,0.088,0.171,0.438,0.114,0.101,0.000,0.661,0.451,0.071,26,5
30035,0.048,0.016,0.035,0.052,0.104,0.014,0.109,0.002,0.592,0.615,0.071,22.7,7
30039,0.088,0.053,0.069,0.126,0.238,0.003,0.056,0.001,0.605,0.266,0.071,25.6,8
30041,0.019,0.077,0.057,0.138,0.195,0.016,0.112,0.002,0.465,0.368,0.071,17.2,7
30043,0.065,0.056,0.068,0.128,0.315,0.012,0.079,0.001,0.656,0.298,0.071,26.8,9
30045,0.038,0.030,0.029,0.060,0.184,0.002,0.042,0.000,0.488,0.195,0.071,25.8,8
30047,0.057,0.055,0.051,0.109,0.334,0.03,0.060,0.001,0.555,0.362,0.071,29.4,6
30049,0.072,0.064,0.047,0.113,0.294,0.069,0.087,0.001,0.664,0.420,0.071,26.6,5
30053,0.083,0.063,0.058,0.124,0.229,0.02,0.072,0.001,0.590,0.219,0.071,28.1,7
30057,0.063,0.085,0.076,0.168,0.404,0.009,0.076,0.001,0.610,0.247,0.071,24.5,9
30059,0.141,0.051,0.073,0.128,0.192,0.002,0.063,0.004,0.599,0.198,0.071,25.5,9
30061,0.070,0.053,0.077,0.134,0.206,0.004,0.048,0.000,0.506,0.258,0.071,28,8
30063,0.135,0.053,0.066,0.123,0.343,0.12,0.065,0.001,0.581,0.533,0.071,27.6,3
30067,0.073,0.078,0.088,0.172,0.364,0.017,0.064,0.000,0.681,0.384,0.071,24.8,7
30073,0.054,0.046,0.053,0.100,0.142,0.006,0.076,0.001,0.532,0.271,0.071,22.5,7
30077,0.077,0.083,0.057,0.144,0.176,0.007,0.127,0.001,0.670,0.197,0.071,25.5,6
30081,0.038,0.054,0.063,0.121,0.367,0.044,0.058,0.001,0.588,0.276,0.071,26.5,6
30089,0.065,0.032,0.096,0.131,0.237,0.012,0.046,0.001,0.455,0.205,0.071,29.1,8
30093,0.058,0.050,0.056,0.109,0.147,0.035,0.101,0.002,0.646,0.524,0.071,25.9,5
30095,0.055,0.081,0.067,0.153,0.292,0.01,0.069,0.001,0.541,0.186,0.071,28.1,8
30097,0.081,0.082,0.087,0.177,0.273,0.004,0.089,0.002,0.601,0.191,0.071,28.5,9
30099,0.092,0.062,0.065,0.132,0.189,0.006,0.066,0.001,0.543,0.253,0.071,24.9,8
30105,0.049,0.051,0.043,0.096,0.176,0.007,0.107,0.001,0.406,0.228,0.071,14.9,7
30111,0.094,0.020,0.032,0.053,0.262,0.161,0.097,0.001,0.527,0.321,0.071,27,3
31001,0.031,0.049,0.064,0.117,0.132,0.031,0.085,0.001,0.726,0.244,0.106,27.5,4
31003,0.155,0.098,0.106,0.215,0.1,0.006,0.073,0.001,0.515,0.117,0.106,22.9,9
31013,0.042,0.062,0.063,0.129,0.099,0.011,0.082,0.001,0.488,0.196,0.106,29.5,7
31019,0.031,0.052,0.069,0.124,0.209,0.05,0.099,0.001,0.718,0.225,0.106,27,4
31021,0.044,0.061,0.057,0.121,0.109,0.006,0.092,0.002,0.781,0.261,0.106,23.7,8
31023,0.060,0.055,0.067,0.126,0.14,0.008,0.096,0.001,0.603,0.174,0.106,24.6,6
31025,0.035,0.039,0.057,0.098,0.2,0.026,0.082,0.001,0.790,0.269,0.106,26.4,2
31027,0.057,0.045,0.099,0.149,0.127,0.008,0.080,0.001,0.470,0.129,0.106,21.8,9
31033,-0.014,-0.088,-0.083,-0.164,0.107,0.009,0.097,0.002,0.561,0.151,0.106,31.7,7
31035,0.058,0.081,0.112,0.202,0.094,0.006,0.104,0.002,0.680,0.156,0.106,27.4,8
31037,0.032,0.056,0.079,0.139,0.123,0.011,0.143,0.002,0.628,0.267,0.106,24.2,7
31039,0.024,0.046,0.090,0.141,0.156,0.009,0.110,0.001,0.664,0.176,0.106,23.2,7
31041,0.008,0.101,0.043,0.149,0.094,0.011,0.074,0.002,0.642,0.113,0.106,26.7,7
31043,0.027,0.051,0.064,0.118,0.152,0.02,0.183,0.003,0.588,0.369,0.106,22,3
31045,0.025,0.047,0.075,0.126,0.124,0.009,0.076,0.002,0.563,0.218,0.106,29.6,7
31047,0.028,0.046,0.061,0.110,0.12,0.024,0.115,0.001,0.676,0.247,0.106,28.5,7
31051,0.066,0.022,0.042,0.064,0.111,0.006,0.097,0.001,0.545,0.200,0.106,21.4,3
31053,0.040,0.051,0.070,0.124,0.144,0.037,0.123,0.001,0.688,0.293,0.106,24.5,4
31055,0.083,0.053,0.053,0.110,0.198,0.571,0.109,0.001,0.745,0.473,0.106,25.8,2
31059,0.082,0.078,0.057,0.139,0.091,0.005,0.084,0.002,0.588,0.208,0.106,26.5,8
31063,0.016,0.039,0.066,0.107,0.075,0.003,0.070,0.000,0.649,0.121,0.106,30.6,9
31067,0.024,0.038,0.044,0.084,0.107,0.022,0.094,0.001,0.740,0.292,0.106,26.7,6
31079,0.032,0.051,0.049,0.103,0.164,0.061,0.111,0.002,0.735,0.285,0.106,26.8,3
31081,0.028,0.038,0.083,0.124,0.184,0.009,0.093,0.002,0.679,0.175,0.106,26.9,3
31093,0.045,0.085,0.048,0.138,0.185,0.006,0.079,0.002,0.714,0.182,0.106,25.7,3
31095,0.020,0.042,0.015,0.057,0.075,0.007,0.087,0.000,0.690,0.240,0.106,26.6,7
31097,0.029,0.041,0.113,0.158,0.118,0.005,0.121,0.001,0.517,0.270,0.106,27.1,8
31099,0.010,0.056,0.063,0.123,0.164,0.006,0.100,0.001,0.717,0.167,0.106,28,7
31101,0.036,0.066,0.073,0.144,0.138,0.008,0.081,0.001,0.628,0.142,0.106,30.9,7
31107,0.126,0.071,0.041,0.115,0.086,0.008,0.098,0.001,0.456,0.175,0.106,22,9
31109,0.093,0.034,0.054,0.090,0.2,0.319,0.085,0.000,0.734,0.454,0.106,26.4,2
31111,0.019,0.039,0.045,0.085,0.146,0.035,0.099,0.001,0.628,0.181,0.106,29.7,5
31119,0.033,0.050,0.075,0.129,0.157,0.035,0.115,0.001,0.473,0.189,0.106,23.5,5
31121,0.042,0.062,0.078,0.145,0.131,0.008,0.091,0.002,0.688,0.159,0.106,25.9,3
31123,0.048,0.033,0.123,0.160,0.103,0.005,0.099,0.003,0.496,0.129,0.106,30.8,9
31127,0.031,0.017,0.053,0.071,0.085,0.007,0.083,0.002,0.626,0.248,0.106,27.8,7
31129,0.134,0.038,0.074,0.114,0.054,0.004,0.089,0.000,0.667,0.160,0.106,28.5,9
31131,0.030,0.045,0.038,0.084,0.149,0.016,0.078,0.000,0.703,0.272,0.106,26.8,6
31133,0.049,0.037,0.062,0.101,0.077,0.003,0.074,0.000,0.570,0.210,0.106,27.7,9
31137,0.016,0.056,0.043,0.101,0.145,0.009,0.099,0.001,0.699,0.122,0.106,28.5,7
31139,0.037,0.074,0.051,0.129,0.155,0.007,0.082,0.003,0.453,0.105,0.106,22.7,9
31141,0.040,0.059,0.060,0.122,0.179,0.033,0.113,0.001,0.686,0.183,0.106,24.1,5
31143,0.068,0.045,0.099,0.148,0.128,0.005,0.074,0.002,0.527,0.160,0.106,25.2,9
31145,0.051,0.045,0.073,0.121,0.108,0.011,0.107,0.001,0.606,0.125,0.106,31.5,7
31151,0.042,0.062,0.079,0.147,0.12,0.014,0.132,0.000,0.724,0.337,0.106,26,6
31153,0.083,0.041,0.041,0.083,0.229,0.187,0.100,0.001,0.693,0.348,0.106,26.1,2
31155,0.035,0.062,0.070,0.136,0.194,0.022,0.104,0.001,0.523,0.232,0.106,25.6,2
31157,0.018,0.037,0.049,0.088,0.14,0.036,0.091,0.002,0.500,0.224,0.106,32.2,5
31159,0.035,0.047,0.057,0.107,0.188,0.017,0.074,0.001,0.710,0.237,0.106,25.4,2
31167,0.055,0.039,0.079,0.121,0.152,0.006,0.058,0.002,0.463,0.149,0.106,23.6,9
31173,0.012,0.046,0.091,0.141,0.087,0.007,0.109,0.001,0.605,0.440,0.106,22.6,8
31177,0.032,0.043,0.059,0.104,0.215,0.021,0.095,0.001,0.647,0.242,0.106,25,2
31179,0.037,0.047,0.053,0.102,0.154,0.009,0.100,0.001,0.481,0.221,0.106,22.7,6
31181,0.024,0.038,0.064,0.104,0.094,0.003,0.087,0.001,0.675,0.179,0.106,28.3,9
31185,0.042,0.031,0.063,0.096,0.129,0.014,0.104,0.001,0.366,0.186,0.106,25.8,6
32001,0.041,0.042,0.121,0.167,0.249,0.025,0.074,0.002,0.827,0.202,0.100,37.3,6
32003,0.076,0.012,0.115,0.128,0.291,2.267,0.097,0.002,0.887,0.524,0.100,46.4,1
32005,0.087,0.023,0.142,0.169,0.468,0.049,0.049,0.001,0.826,0.303,0.100,36,4
32007,0.007,0.000,0.088,0.088,0.271,0.053,0.083,0.001,0.743,0.183,0.100,29.5,5
32011,-0.014,-0.018,0.131,0.110,0.168,0.002,0.023,0.000,0.773,0.087,0.100,31.9,9
32013,0.003,-0.002,0.087,0.084,0.247,0.017,0.061,0.001,0.794,0.215,0.100,33.9,7
32015,0.017,-0.005,0.111,0.106,0.196,0.006,0.079,0.001,0.770,0.167,0.100,34.1,7
32017,0.043,0.027,0.061,0.089,0.155,0.005,0.066,0.000,0.787,0.134,0.100,38.4,8
32019,0.061,0.055,0.097,0.157,0.287,0.058,0.046,0.001,0.844,0.259,0.100,37.2,4
32021,0.010,0.034,0.102,0.140,0.089,0.005,0.062,0.001,0.870,0.319,0.100,36.5,7
32023,0.065,0.051,0.149,0.208,0.245,0.047,0.057,0.002,0.849,0.260,0.100,36.1,4
32027,0.049,0.039,0.081,0.124,0.139,0.007,0.137,0.003,0.729,0.217,0.100,36.6,9
32029,0.042,0.043,0.115,0.162,0.34,0.004,0.018,0.000,0.908,0.294,0.100,37.2,2
32031,0.109,0.020,0.098,0.120,0.387,0.472,0.089,0.001,0.891,0.464,0.100,34.9,2
32033,0.058,0.024,0.065,0.090,0.138,0.01,0.052,0.001,0.717,0.187,0.100,30.4,7
32510,0.095,0.049,0.117,0.172,0.33,0.056,0.103,0.002,0.859,0.384,0.100,37,3
33001,0.122,0.047,0.060,0.109,0.27,0.061,0.048,0.001,0.756,0.386,0.100,26,4
33003,0.099,0.046,0.078,0.127,0.279,0.049,0.032,0.000,0.770,0.439,0.100,24.6,6
33005,0.069,0.044,0.057,0.104,0.212,0.076,0.031,0.000,0.811,0.527,0.100,27.5,4
33007,0.058,0.041,0.039,0.082,0.126,0.032,0.038,0.001,0.866,0.420,0.100,20.7,7
33009,0.093,0.045,0.051,0.098,0.226,0.09,0.024,0.000,0.904,0.557,0.100,23.2,5
33011,0.127,0.043,0.044,0.090,0.306,0.417,0.064,0.001,0.834,0.465,0.100,29.2,2
33013,0.118,0.030,0.047,0.078,0.269,0.151,0.046,0.001,0.773,0.481,0.100,26.9,4
33015,0.116,0.020,0.053,0.074,0.368,0.31,0.054,0.001,0.851,0.441,0.100,30,1
33017,0.103,0.049,0.056,0.108,0.277,0.131,0.045,0.001,0.748,0.506,0.100,27.7,1
33019,0.061,0.040,0.037,0.078,0.201,0.043,0.028,0.000,0.826,0.450,0.100,25.7,7
34001,0.151,0.048,0.024,0.072,0.197,0.264,0.086,0.002,0.910,0.519,0.126,39.2,2
34003,0.076,-0.004,0.030,0.026,0.492,0.932,0.075,0.003,0.913,0.551,0.126,36.4,1
34005,0.103,0.024,0.020,0.044,0.238,0.445,0.074,0.002,0.913,0.556,0.126,39,1
34007,0.131,0.037,0.048,0.087,0.187,0.506,0.082,0.002,0.939,0.647,0.126,39.1,1
34009,0.129,0.026,0.047,0.073,0.396,0.092,0.071,0.002,0.954,0.385,0.126,39.8,3
34011,0.161,-0.019,0.009,-0.011,0.137,0.15,0.089,0.002,0.904,0.514,0.126,38.9,3
34013,0.109,0.013,0.075,0.089,0.416,0.799,0.084,0.003,0.865,0.775,0.126,36.9,1
