FIPS,HomePriceGrowth19to20,HomePriceGrowth18to19,HomePriceGrowth17to18,HomePriceGrowth17to19,HomePrices2019,Population,TotalCasesPercent,TotalDeathsPercentPopulation,MaskUse,ClintonVoteShare,StateLocalTax,JanAvgTemperature,RuralUrbanCode
17155,0.012,0.033,0.050,0.085,0.114,0.006,0.067,0.001,0.786,0.369,0.150,29,8
17157,0.029,0.019,0.006,0.025,0.087,0.032,0.123,0.002,0.843,0.242,0.150,36.2,6
17159,0.030,0.024,0.033,0.058,0.09,0.016,0.104,0.002,0.631,0.206,0.150,36.2,7
17161,0.027,0.016,0.021,0.037,0.109,0.142,0.089,0.002,0.831,0.505,0.150,26.8,2
17163,0.062,0.023,0.025,0.048,0.114,0.26,0.094,0.002,0.905,0.504,0.150,35.4,1
17165,0.000,0.027,0.023,0.050,0.071,0.023,0.094,0.002,0.666,0.226,0.150,38,6
17167,0.038,0.009,0.010,0.019,0.135,0.195,0.080,0.001,0.797,0.416,0.150,32,3
17173,0.040,0.015,0.042,0.058,0.1,0.022,0.096,0.002,0.714,0.208,0.150,33,6
17175,-0.012,0.028,0.015,0.043,0.074,0.005,0.096,0.004,0.827,0.274,0.150,28.4,2
17177,0.037,0.038,0.023,0.062,0.09,0.044,0.086,0.002,0.866,0.382,0.150,26.4,4
17179,0.047,0.010,-0.016,-0.006,0.123,0.132,0.098,0.002,0.775,0.321,0.150,30.6,2
17181,0.008,0.022,0.006,0.028,0.096,0.017,0.129,0.002,0.661,0.281,0.150,38.1,6
17183,0.022,0.023,0.019,0.042,0.068,0.076,0.108,0.001,0.770,0.328,0.150,32.1,3
17185,0.043,0.055,0.027,0.084,0.092,0.012,0.111,0.001,0.537,0.211,0.150,38,7
17187,0.017,0.041,0.031,0.074,0.083,0.017,0.098,0.003,0.798,0.383,0.150,27.5,6
17189,0.040,0.054,0.036,0.092,0.115,0.014,0.111,0.002,0.783,0.195,0.150,36.2,6
17191,0.027,0.104,0.003,0.107,0.08,0.016,0.100,0.003,0.645,0.127,0.150,37.3,7
17193,0.005,0.013,0.022,0.035,0.078,0.014,0.114,0.002,0.571,0.193,0.150,37.8,6
17195,0.009,0.024,0.020,0.044,0.107,0.055,0.103,0.003,0.867,0.431,0.150,27.6,4
17197,0.078,0.011,0.040,0.052,0.226,0.691,0.090,0.001,0.873,0.505,0.150,29.8,1
17199,0.026,0.031,0.008,0.039,0.099,0.067,0.099,0.002,0.647,0.269,0.150,37.4,3
17201,0.076,0.042,0.041,0.084,0.115,0.283,0.098,0.001,0.850,0.471,0.150,27.1,2
17203,0.014,0.026,0.025,0.052,0.169,0.038,0.092,0.002,0.759,0.256,0.150,30,2
18001,0.046,0.054,0.071,0.129,0.148,0.036,0.088,0.001,0.657,0.214,0.118,32.7,6
18003,0.110,0.081,0.067,0.154,0.149,0.379,0.091,0.002,0.692,0.376,0.118,31.9,2
18005,0.056,0.064,0.041,0.108,0.174,0.084,0.084,0.002,0.692,0.303,0.118,36.4,3
18007,0.073,0.073,0.087,0.166,0.094,0.009,0.103,0.001,0.679,0.235,0.118,31.5,3
18009,0.043,0.047,0.036,0.084,0.075,0.012,0.100,0.002,0.650,0.257,0.118,34,6
18011,0.053,0.042,0.064,0.109,0.271,0.068,0.086,0.001,0.721,0.316,0.118,32.9,1
18013,0.038,0.062,0.054,0.119,0.213,0.015,0.061,0.002,0.844,0.317,0.118,35.3,1
18015,0.050,0.063,0.073,0.141,0.136,0.02,0.084,0.001,0.667,0.219,0.118,32.9,3
18017,0.047,0.046,0.068,0.117,0.088,0.038,0.136,0.002,0.489,0.265,0.118,32.6,4
18019,0.100,0.054,0.107,0.166,0.163,0.118,0.097,0.001,0.729,0.368,0.118,38.7,1
18021,0.055,0.061,0.096,0.163,0.105,0.026,0.089,0.002,0.692,0.204,0.118,35.4,3
18023,0.059,0.064,0.064,0.133,0.114,0.032,0.119,0.002,0.747,0.236,0.118,32.6,6
18025,0.038,0.048,0.072,0.123,0.099,0.011,0.083,0.001,0.726,0.288,0.118,37.5,8
18027,0.042,0.059,0.065,0.127,0.138,0.033,0.084,0.003,0.760,0.167,0.118,36.7,7
18029,0.046,0.055,0.063,0.122,0.196,0.049,0.105,0.001,0.648,0.204,0.118,37,1
18031,0.044,0.056,0.061,0.121,0.156,0.027,0.099,0.003,0.641,0.191,0.118,35.8,6
18033,0.104,0.098,0.064,0.169,0.146,0.043,0.084,0.002,0.699,0.233,0.118,30.8,4
18035,0.096,0.039,0.071,0.113,0.094,0.114,0.084,0.001,0.672,0.402,0.118,34.9,3
18037,0.036,0.054,0.065,0.122,0.169,0.043,0.135,0.002,0.800,0.270,0.118,37.2,5
18039,0.095,0.047,0.088,0.140,0.164,0.206,0.121,0.002,0.780,0.316,0.118,31.3,3
18041,0.052,0.054,0.092,0.152,0.082,0.023,0.113,0.002,0.751,0.236,0.118,34.8,6
18043,0.083,0.071,0.055,0.130,0.187,0.079,0.088,0.002,0.707,0.373,0.118,38.9,1
18045,0.057,0.035,0.063,0.101,0.099,0.016,0.119,0.002,0.686,0.197,0.118,32.6,6
18047,0.051,0.045,0.065,0.113,0.183,0.023,0.069,0.002,0.744,0.179,0.118,35.6,6
18049,0.042,0.046,0.060,0.109,0.114,0.02,0.086,0.002,0.616,0.234,0.118,31.9,7
18051,0.045,0.058,0.075,0.138,0.123,0.034,0.117,0.002,0.606,0.240,0.118,38.3,6
18053,0.042,0.047,0.051,0.100,0.087,0.066,0.095,0.002,0.704,0.277,0.118,34.2,4
18055,0.049,0.037,0.052,0.091,0.111,0.032,0.079,0.002,0.793,0.212,0.118,36,6
18057,0.077,0.030,0.054,0.086,0.295,0.338,0.091,0.001,0.830,0.371,0.118,34.2,1
18059,0.092,0.056,0.048,0.106,0.203,0.078,0.092,0.002,0.726,0.246,0.118,35,1
18061,0.046,0.063,0.069,0.136,0.16,0.041,0.094,0.001,0.617,0.258,0.118,38.8,1
18063,0.089,0.061,0.073,0.139,0.22,0.17,0.090,0.002,0.780,0.299,0.118,33.4,1
18065,0.050,0.055,0.063,0.121,0.097,0.048,0.110,0.002,0.545,0.254,0.118,34.3,4
18067,0.072,0.069,0.066,0.140,0.118,0.083,0.107,0.002,0.727,0.304,0.118,33,3
18069,0.041,0.053,0.067,0.123,0.12,0.037,0.088,0.002,0.615,0.219,0.118,33.1,6
18071,0.044,0.051,0.069,0.123,0.145,0.044,0.102,0.001,0.700,0.219,0.118,36.9,4
18073,0.037,0.028,0.047,0.076,0.18,0.034,0.091,0.001,0.649,0.249,0.118,31.4,1
18075,0.048,-0.008,0.082,0.073,0.085,0.02,0.086,0.001,0.563,0.237,0.118,33.6,6
18077,0.055,0.055,0.081,0.140,0.131,0.032,0.088,0.002,0.480,0.319,0.118,38,6
18079,0.047,0.056,0.051,0.110,0.128,0.028,0.075,0.002,0.627,0.212,0.118,37,6
18081,0.111,0.059,0.063,0.126,0.193,0.158,0.100,0.002,0.749,0.260,0.118,34.8,1
18083,0.037,0.054,0.054,0.110,0.09,0.037,0.095,0.002,0.597,0.243,0.118,37,5
18085,0.065,0.061,0.058,0.122,0.182,0.079,0.105,0.001,0.691,0.197,0.118,31.8,4
18087,0.056,0.052,0.070,0.125,0.208,0.04,0.060,0.002,0.688,0.217,0.118,31,6
18089,0.079,0.078,0.070,0.154,0.162,0.485,0.097,0.002,0.811,0.581,0.118,31.2,1
18091,0.095,0.048,0.073,0.124,0.152,0.11,0.086,0.002,0.672,0.438,0.118,31.2,3
18093,0.058,0.071,0.072,0.148,0.114,0.045,0.090,0.002,0.682,0.220,0.118,36,6
18095,0.146,0.098,0.072,0.176,0.105,0.13,0.089,0.002,0.704,0.345,0.118,35,1
18097,0.123,0.056,0.108,0.169,0.153,0.965,0.091,0.002,0.780,0.588,0.118,34.3,1
18099,0.040,0.048,0.050,0.101,0.157,0.046,0.114,0.002,0.618,0.265,0.118,31.4,6
18101,0.071,0.063,0.056,0.122,0.103,0.01,0.076,0.001,0.773,0.183,0.118,36.5,7
18103,0.048,0.058,0.072,0.134,0.087,0.036,0.097,0.002,0.569,0.205,0.118,32.6,6
18105,0.085,0.072,0.076,0.153,0.219,0.148,0.067,0.001,0.833,0.585,0.118,35,3
18107,0.051,0.058,0.064,0.126,0.134,0.038,0.096,0.002,0.646,0.222,0.118,32.8,6
18109,0.104,0.051,0.065,0.120,0.183,0.07,0.083,0.002,0.673,0.193,0.118,34.6,1
18111,0.066,0.066,0.059,0.129,0.129,0.014,0.069,0.002,0.654,0.242,0.118,31.7,1
18113,0.051,0.066,0.067,0.138,0.142,0.048,0.103,0.002,0.697,0.231,0.118,31.5,6
18115,0.054,0.042,0.058,0.103,0.167,0.006,0.087,0.002,0.682,0.235,0.118,38.1,1
18117,0.032,0.061,0.064,0.129,0.105,0.02,0.086,0.002,0.745,0.250,0.118,36.9,6
18119,0.063,0.057,0.074,0.135,0.133,0.021,0.086,0.002,0.782,0.227,0.118,35.2,3
18121,0.066,0.062,0.073,0.140,0.114,0.017,0.080,0.001,0.600,0.219,0.118,33,6
18123,0.030,0.054,0.069,0.127,0.118,0.019,0.088,0.002,0.794,0.380,0.118,37.8,6
18125,0.080,0.068,0.074,0.146,0.098,0.012,0.101,0.002,0.695,0.217,0.118,37.5,8
18127,0.084,0.057,0.063,0.123,0.217,0.17,0.091,0.001,0.743,0.436,0.118,31.2,1
18129,0.041,0.052,0.057,0.112,0.158,0.025,0.099,0.001,0.698,0.282,0.118,37.7,2
18131,0.037,0.053,0.055,0.111,0.105,0.012,0.083,0.003,0.476,0.243,0.118,31.8,6
18133,0.042,0.055,0.062,0.121,0.158,0.038,0.084,0.002,0.560,0.228,0.118,33.5,1
18135,0.048,0.041,0.075,0.119,0.088,0.025,0.090,0.003,0.515,0.234,0.118,33.8,6
18137,0.049,0.047,0.053,0.103,0.171,0.028,0.112,0.002,0.723,0.193,0.118,36.4,6
18139,0.050,0.041,0.055,0.099,0.118,0.017,0.097,0.001,0.687,0.211,0.118,35.1,6
18141,0.115,0.056,0.063,0.122,0.135,0.272,0.104,0.002,0.826,0.475,0.118,31.3,2
18143,0.048,0.058,0.076,0.139,0.115,0.024,0.100,0.002,0.723,0.290,0.118,37.9,1
18145,0.047,0.058,0.058,0.120,0.143,0.045,0.100,0.002,0.606,0.236,0.118,35.6,1
18147,0.041,0.066,0.068,0.139,0.142,0.02,0.103,0.001,0.745,0.287,0.118,37.8,8
18149,0.042,0.049,0.047,0.098,0.119,0.023,0.079,0.002,0.584,0.270,0.118,31.5,6
18151,0.041,0.054,0.060,0.117,0.18,0.035,0.094,0.002,0.701,0.257,0.118,30.4,7
18153,0.050,0.023,0.103,0.128,0.09,0.021,0.097,0.002,0.724,0.247,0.118,36.5,3
18155,0.051,0.048,0.069,0.119,0.132,0.011,0.068,0.001,0.578,0.251,0.118,38.6,8
18157,0.088,0.071,0.063,0.138,0.178,0.196,0.097,0.001,0.722,0.436,0.118,32.6,3
18159,0.063,0.056,0.083,0.144,0.136,0.015,0.094,0.003,0.796,0.211,0.118,33.2,6
18161,0.055,0.098,0.098,0.205,0.131,0.007,0.093,0.001,0.747,0.217,0.118,34.7,1
18163,0.110,0.052,0.041,0.095,0.131,0.181,0.113,0.002,0.776,0.393,0.118,37.8,2
18165,0.053,0.058,0.068,0.130,0.074,0.015,0.100,0.003,0.649,0.300,0.118,33.2,3
18167,0.040,0.040,0.048,0.090,0.1,0.107,0.105,0.002,0.716,0.400,0.118,35.3,3
18169,0.042,0.057,0.069,0.130,0.114,0.031,0.103,0.002,0.583,0.224,0.118,32.7,6
18171,0.061,0.073,0.086,0.165,0.133,0.008,0.087,0.001,0.715,0.213,0.118,32,8
18173,0.102,0.040,0.039,0.081,0.181,0.063,0.114,0.002,0.800,0.307,0.118,37.6,2
18175,0.059,0.062,0.073,0.140,0.127,0.028,0.071,0.001,0.767,0.232,0.118,37.2,1
18177,0.028,0.032,0.029,0.062,0.103,0.066,0.097,0.003,0.609,0.325,0.118,34.1,5
18179,0.044,0.056,0.065,0.124,0.147,0.028,0.086,0.002,0.669,0.196,0.118,33.2,2
18181,0.067,0.058,0.069,0.130,0.134,0.024,0.119,0.002,0.573,0.258,0.118,31.9,6
18183,0.046,0.058,0.058,0.119,0.168,0.034,0.098,0.001,0.620,0.216,0.118,32.3,2
19001,0.030,0.049,0.041,0.092,0.111,0.007,0.101,0.003,0.671,0.297,0.131,24.4,8
19003,0.035,0.055,0.054,0.112,0.101,0.004,0.087,0.001,0.592,0.268,0.131,24.9,9
19005,0.020,0.047,0.034,0.082,0.144,0.014,0.099,0.003,0.681,0.350,0.131,22.9,6
19007,0.008,0.044,0.019,0.064,0.078,0.012,0.094,0.004,0.606,0.296,0.131,26.1,7
19009,0.028,0.028,0.001,0.028,0.073,0.005,0.081,0.002,0.509,0.317,0.131,23.6,8
19011,0.016,0.035,0.023,0.059,0.155,0.026,0.087,0.002,0.704,0.338,0.131,22.9,2
19013,0.035,0.022,0.039,0.062,0.137,0.131,0.111,0.002,0.736,0.500,0.131,22.7,3
19015,0.023,0.049,0.027,0.078,0.143,0.026,0.089,0.001,0.730,0.390,0.131,23,6
19017,0.011,0.034,0.021,0.056,0.17,0.025,0.103,0.002,0.692,0.396,0.131,21.6,3
19019,0.021,0.041,0.040,0.082,0.144,0.021,0.080,0.001,0.767,0.387,0.131,22.4,6
19021,0.036,0.039,0.036,0.077,0.125,0.02,0.205,0.002,0.495,0.345,0.131,20.2,7
19023,0.014,0.027,0.026,0.054,0.131,0.014,0.107,0.002,0.647,0.287,0.131,21.5,8
19025,0.034,0.036,0.036,0.074,0.087,0.01,0.130,0.001,0.457,0.271,0.131,20.8,9
19027,0.008,0.038,0.038,0.078,0.141,0.02,0.129,0.002,0.497,0.314,0.131,22.6,7
19029,-0.001,0.032,0.034,0.067,0.098,0.013,0.094,0.004,0.465,0.274,0.131,24.7,6
19031,0.015,0.038,0.029,0.068,0.169,0.019,0.086,0.001,0.736,0.377,0.131,25.1,6
19033,0.017,0.032,0.047,0.081,0.123,0.042,0.115,0.002,0.428,0.429,0.131,19.9,5
19035,0.013,0.036,0.074,0.113,0.107,0.011,0.126,0.003,0.491,0.268,0.131,20.2,6
19037,0.022,0.032,0.030,0.063,0.128,0.012,0.097,0.001,0.592,0.352,0.131,20.6,6
19039,0.045,0.048,0.019,0.068,0.112,0.009,0.094,0.002,0.612,0.329,0.131,25.4,6
19041,0.028,0.043,0.025,0.069,0.133,0.016,0.111,0.002,0.630,0.261,0.131,19.5,7
19043,0.018,0.017,0.018,0.035,0.127,0.018,0.089,0.003,0.655,0.355,0.131,23.3,8
19045,-0.006,0.035,0.039,0.075,0.137,0.046,0.103,0.002,0.699,0.438,0.131,26.9,4
19047,0.016,0.039,0.040,0.080,0.11,0.017,0.144,0.002,0.724,0.287,0.131,23.2,7
19049,0.048,0.004,0.030,0.034,0.249,0.093,0.102,0.001,0.745,0.410,0.131,24.1,2
19051,0.016,0.038,0.061,0.101,0.141,0.009,0.081,0.003,0.612,0.252,0.131,26.5,9
19053,0.022,0.013,-0.008,0.005,0.077,0.008,0.067,0.001,0.362,0.322,0.131,26.4,9
19055,0.026,0.039,0.037,0.078,0.159,0.017,0.107,0.002,0.691,0.320,0.131,23.7,6
19057,0.006,0.030,0.021,0.052,0.108,0.039,0.105,0.001,0.675,0.430,0.131,27.4,5
19059,0.024,0.038,0.039,0.078,0.236,0.017,0.112,0.002,0.606,0.295,0.131,18.1,7
19061,0.052,0.044,0.012,0.057,0.183,0.097,0.123,0.002,0.619,0.460,0.131,24.6,3
19063,0.011,0.015,0.041,0.057,0.083,0.009,0.122,0.004,0.609,0.286,0.131,18.4,7
19065,0.011,0.036,0.033,0.070,0.101,0.02,0.088,0.001,0.743,0.370,0.131,21.4,6
19067,0.010,0.032,0.030,0.063,0.107,0.016,0.093,0.002,0.518,0.394,0.131,20.4,7
19069,0.009,0.029,0.010,0.039,0.088,0.01,0.107,0.002,0.447,0.301,0.131,20.6,7
19071,0.022,0.043,0.002,0.045,0.105,0.007,0.077,0.001,0.820,0.268,0.131,27,8
19073,0.036,0.048,0.039,0.089,0.093,0.009,0.080,0.001,0.507,0.351,0.131,22.8,6
19075,0.017,0.031,0.029,0.061,0.149,0.012,0.103,0.002,0.718,0.270,0.131,22.5,3
19077,0.014,0.037,0.044,0.082,0.134,0.011,0.100,0.003,0.623,0.301,0.131,24.2,2
19079,0.031,0.038,0.033,0.072,0.104,0.015,0.113,0.003,0.610,0.354,0.131,20.8,6
19081,0.022,0.048,0.019,0.068,0.107,0.011,0.127,0.002,0.390,0.270,0.131,19.6,7
19083,0.035,0.034,0.074,0.110,0.091,0.017,0.097,0.002,0.655,0.327,0.131,21.7,6
19085,0.009,0.043,0.031,0.076,0.126,0.014,0.116,0.005,0.743,0.285,0.131,23.9,2
19087,0.021,0.035,0.012,0.048,0.122,0.02,0.137,0.002,0.644,0.309,0.131,26.2,6
19089,0.030,0.045,0.080,0.128,0.116,0.009,0.103,0.002,0.596,0.368,0.131,19.9,6
19091,0.016,0.051,0.047,0.101,0.108,0.01,0.115,0.002,0.342,0.246,0.131,20.1,7
19093,0.035,0.021,0.031,0.053,0.074,0.007,0.116,0.005,0.508,0.219,0.131,21.8,8
19095,0.022,0.041,0.037,0.079,0.16,0.016,0.083,0.001,0.689,0.346,0.131,24.5,6
19097,0.025,0.036,0.018,0.055,0.139,0.019,0.104,0.002,0.643,0.372,0.131,26.3,6
19099,0.016,0.042,0.014,0.057,0.131,0.037,0.093,0.002,0.559,0.373,0.131,24.2,6
19101,0.006,0.050,0.015,0.066,0.128,0.018,0.068,0.002,0.589,0.455,0.131,25.6,7
19103,0.003,0.014,0.032,0.047,0.241,0.151,0.084,0.000,0.873,0.652,0.131,24.9,3
19105,0.010,0.039,0.027,0.068,0.149,0.021,0.136,0.003,0.691,0.374,0.131,25.5,2
19107,0.010,0.030,0.021,0.052,0.086,0.01,0.086,0.003,0.552,0.269,0.131,25.3,8
19109,0.012,0.035,0.054,0.091,0.107,0.015,0.128,0.004,0.445,0.295,0.131,19.2,7
19111,0.002,0.028,0.022,0.051,0.093,0.034,0.102,0.001,0.553,0.385,0.131,27.9,5
19113,0.036,0.025,0.038,0.063,0.162,0.227,0.083,0.001,0.764,0.503,0.131,23.4,2
19115,0.002,0.049,0.022,0.073,0.11,0.011,0.108,0.004,0.696,0.329,0.131,26.4,8
19117,0.042,0.050,0.032,0.084,0.085,0.009,0.080,0.002,0.569,0.285,0.131,25.6,6
19119,0.037,0.038,0.021,0.060,0.142,0.012,0.120,0.003,0.591,0.144,0.131,18.8,8
19121,0.038,0.055,0.034,0.091,0.185,0.016,0.082,0.001,0.752,0.310,0.131,24.6,2
19123,0.015,0.038,0.019,0.058,0.122,0.022,0.094,0.002,0.570,0.246,0.131,24.9,7
19125,0.029,0.043,0.053,0.098,0.162,0.033,0.098,0.002,0.689,0.308,0.131,24.3,6
19127,0.003,0.034,0.037,0.072,0.113,0.039,0.114,0.002,0.706,0.426,0.131,23.4,4
19129,0.020,0.038,0.029,0.068,0.173,0.015,0.095,0.001,0.762,0.271,0.131,26.1,2
19131,0.025,0.037,0.035,0.073,0.123,0.011,0.112,0.004,0.523,0.349,0.131,19.8,7
19133,0.026,0.063,0.027,0.092,0.089,0.009,0.085,0.002,0.767,0.273,0.131,23.3,6
19135,0.010,0.045,0.028,0.074,0.111,0.008,0.111,0.003,0.632,0.273,0.131,25.8,7
19137,0.001,0.036,0.027,0.063,0.082,0.01,0.094,0.003,0.664,0.261,0.131,25.8,6
19139,0.009,0.037,0.022,0.060,0.141,0.043,0.095,0.002,0.637,0.431,0.131,25.6,4
19141,0.020,0.036,0.024,0.061,0.105,0.014,0.127,0.004,0.506,0.178,0.131,19,7
19143,0.060,0.038,-0.010,0.028,0.085,0.006,0.110,0.002,0.521,0.172,0.131,17.6,7
19145,0.003,0.034,0.023,0.058,0.082,0.015,0.102,0.001,0.791,0.257,0.131,27,6
19147,0.015,0.034,0.040,0.075,0.104,0.009,0.108,0.002,0.598,0.297,0.131,19,7
19149,0.025,0.051,0.052,0.107,0.172,0.025,0.143,0.003,0.564,0.219,0.131,20.7,3
19151,0.012,0.031,0.013,0.044,0.07,0.007,0.121,0.003,0.500,0.249,0.131,20,9
19153,0.054,0.028,0.038,0.067,0.197,0.49,0.100,0.001,0.732,0.517,0.131,24,2
19155,0.087,0.047,0.034,0.083,0.143,0.093,0.102,0.001,0.654,0.360,0.131,24.8,2
19157,0.025,0.035,0.032,0.068,0.151,0.019,0.077,0.002,0.547,0.438,0.131,24.4,7
19159,0.004,0.049,0.023,0.072,0.093,0.005,0.098,0.003,0.437,0.278,0.131,26.1,9
19161,0.043,0.036,0.023,0.060,0.092,0.01,0.118,0.002,0.462,0.244,0.131,21.4,9
19163,0.040,0.043,0.024,0.069,0.164,0.173,0.095,0.001,0.771,0.469,0.131,26.3,2
19165,0.009,0.028,0.035,0.064,0.129,0.011,0.097,0.003,0.661,0.261,0.131,23.7,6
19167,0.030,0.047,0.045,0.094,0.184,0.035,0.134,0.002,0.535,0.126,0.131,19.2,7
19169,0.033,0.026,0.008,0.035,0.203,0.097,0.094,0.000,0.809,0.507,0.131,22.8,3
19171,0.010,0.033,0.038,0.072,0.114,0.017,0.116,0.004,0.672,0.365,0.131,23.3,6
19173,0.036,0.037,0.082,0.121,0.084,0.006,0.102,0.002,0.574,0.250,0.131,26.2,9
19175,-0.024,0.039,0.008,0.048,0.095,0.012,0.095,0.002,0.672,0.330,0.131,25,6
19177,0.051,0.037,0.046,0.084,0.098,0.007,0.075,0.002,0.590,0.237,0.131,26.5,9
19179,0.011,0.033,0.017,0.051,0.079,0.035,0.105,0.003,0.591,0.369,0.131,26,5
19181,0.026,0.043,0.033,0.078,0.203,0.051,0.094,0.001,0.582,0.381,0.131,24.8,2
19183,0.029,0.048,0.025,0.074,0.152,0.022,0.105,0.002,0.740,0.361,0.131,25.7,3
19185,0.010,0.042,0.036,0.080,0.077,0.006,0.067,0.003,0.462,0.245,0.131,25.9,9
19187,0.011,0.035,0.024,0.060,0.09,0.036,0.134,0.002,0.463,0.362,0.131,21,5
19189,0.001,0.031,-0.001,0.030,0.108,0.01,0.122,0.003,0.425,0.334,0.131,19.1,7
19191,0.029,0.034,0.023,0.058,0.183,0.02,0.085,0.001,0.682,0.462,0.131,21.8,7
19193,0.002,0.071,0.042,0.116,0.128,0.103,0.130,0.002,0.585,0.371,0.131,22.2,3
19195,-0.012,0.025,0.030,0.056,0.114,0.007,0.086,0.001,0.482,0.359,0.131,19.2,9
19197,0.021,0.044,0.047,0.093,0.081,0.013,0.135,0.002,0.357,0.315,0.131,19.9,7
20001,-0.014,0.021,0.003,0.024,0.075,0.012,0.082,0.001,0.508,0.263,0.134,35.7,7
20003,0.049,0.095,0.051,0.150,0.097,0.008,0.099,0.002,0.611,0.201,0.134,34.3,6
20005,0.045,0.008,0.036,0.044,0.092,0.016,0.092,0.001,0.572,0.303,0.134,30.7,6
20009,0.011,0.019,0.015,0.034,0.08,0.026,0.098,0.002,0.641,0.179,0.134,32.2,7
20011,0.010,0.025,0.027,0.053,0.069,0.015,0.085,0.001,0.610,0.219,0.134,35.9,6
20013,0.007,0.039,0.089,0.132,0.091,0.01,0.124,0.004,0.579,0.214,0.134,29.4,6
20015,0.041,0.037,0.045,0.083,0.161,0.067,0.104,0.001,0.692,0.238,0.134,35.4,2
20017,0.076,0.007,0.039,0.045,0.105,0.003,0.088,0.001,0.556,0.231,0.134,33.3,9
20021,0.038,0.024,0.031,0.055,0.068,0.02,0.113,0.002,0.584,0.233,0.134,38.9,6
20027,0.051,-0.005,0.048,0.042,0.093,0.008,0.096,0.003,0.736,0.177,0.134,31.3,6
20031,0.039,-0.003,0.003,-0.001,0.106,0.008,0.081,0.002,0.631,0.179,0.134,34.2,6
20035,0.042,0.015,0.026,0.041,0.08,0.035,0.104,0.002,0.552,0.281,0.134,37.4,4
20037,0.024,0.022,0.024,0.046,0.083,0.039,0.111,0.002,0.631,0.349,0.134,37.3,4
20041,0.018,0.010,0.026,0.037,0.112,0.018,0.089,0.002,0.628,0.196,0.134,32.8,7
20043,0.065,0.085,0.042,0.131,0.088,0.008,0.120,0.002,0.486,0.174,0.134,30,3
20045,0.066,0.053,0.043,0.099,0.212,0.122,0.068,0.001,0.961,0.623,0.134,32.6,3
20051,0.022,0.019,0.026,0.045,0.176,0.029,0.124,0.002,0.468,0.230,0.134,32.7,5
20053,0.057,0.043,0.044,0.089,0.08,0.006,0.193,0.003,0.560,0.194,0.134,33.2,7
20055,0.047,0.045,0.061,0.109,0.171,0.036,0.163,0.002,0.582,0.314,0.134,35.2,5
20057,0.054,0.042,0.027,0.070,0.11,0.034,0.163,0.002,0.631,0.278,0.134,35.4,5
20059,0.049,0.043,0.056,0.102,0.139,0.026,0.092,0.001,0.718,0.264,0.134,33.8,6
20061,0.032,0.024,0.000,0.025,0.146,0.032,0.089,0.001,0.769,0.363,0.134,32.3,4
20067,0.035,0.003,0.035,0.038,0.11,0.007,0.128,0.002,0.601,0.185,0.134,36.3,7
20069,0.061,0.077,0.048,0.128,0.143,0.006,0.092,0.002,0.604,0.127,0.134,35.4,9
20073,0.049,0.053,0.031,0.086,0.06,0.006,0.089,0.002,0.632,0.171,0.134,35.1,6
20077,0.209,0.037,0.164,0.207,0.047,0.005,0.106,0.004,0.593,0.152,0.134,37.5,8
20079,0.041,0.020,0.043,0.064,0.127,0.034,0.095,0.001,0.746,0.340,0.134,35,2
20087,0.044,0.044,0.048,0.094,0.163,0.019,0.082,0.002,0.816,0.302,0.134,31.5,3
20091,0.082,0.020,0.056,0.077,0.299,0.602,0.085,0.001,0.878,0.448,0.134,32.4,1
20093,-0.020,0.063,0.029,0.094,0.142,0.004,0.143,0.003,0.575,0.132,0.134,36,9
20095,0.050,0.035,0.036,0.072,0.087,0.007,0.099,0.002,0.592,0.180,0.134,36.1,2
20099,0.045,0.046,0.088,0.137,0.052,0.02,0.127,0.001,0.618,0.283,0.134,38.5,7
20103,0.059,0.054,0.064,0.122,0.216,0.082,0.078,0.001,0.686,0.337,0.134,32,1
20107,0.034,0.044,0.060,0.107,0.116,0.01,0.074,0.001,0.685,0.166,0.134,34.9,1
20111,0.034,0.029,0.031,0.061,0.108,0.033,0.119,0.002,0.644,0.378,0.134,33.5,4
20113,0.027,0.046,0.046,0.094,0.159,0.029,0.105,0.003,0.709,0.253,0.134,34.2,7
20115,-0.006,0.016,0.058,0.075,0.087,0.012,0.083,0.001,0.622,0.214,0.134,33.8,6
20121,0.044,0.048,0.058,0.110,0.222,0.034,0.074,0.001,0.790,0.266,0.134,33.5,1
20125,0.011,0.004,-0.035,-0.030,0.06,0.032,0.097,0.002,0.602,0.220,0.134,38.5,5
20133,0.015,0.025,0.010,0.035,0.066,0.016,0.103,0.001,0.543,0.238,0.134,37,7
20139,0.029,0.051,0.067,0.122,0.115,0.016,0.071,0.001,0.804,0.249,0.134,34,3
20143,-0.009,0.032,0.028,0.061,0.114,0.006,0.094,0.002,0.587,0.146,0.134,32.4,9
20145,0.091,0.010,0.045,0.055,0.061,0.006,0.174,0.002,0.714,0.218,0.134,33.3,7
20149,0.025,0.045,0.047,0.093,0.213,0.024,0.065,0.001,0.786,0.208,0.134,30.6,3
20151,0.022,0.039,-0.027,0.010,0.078,0.009,0.086,0.003,0.696,0.201,0.134,35.3,7
20155,0.025,0.027,0.038,0.065,0.102,0.062,0.131,0.002,0.645,0.282,0.134,34.9,4
20159,0.021,0.026,-0.008,0.018,0.064,0.01,0.106,0.001,0.651,0.183,0.134,33.7,7
20161,0.025,0.030,0.030,0.060,0.194,0.074,0.081,0.000,0.796,0.434,0.134,31.2,3
