FIPS,HomePriceGrowth19to20,TotalDeathsPercentPopulation,UrbanDummy,TotalDeathsPercentPopulation X UrbanDummy,HomePriceGrowth18to19,ClintonVoteShare,JanAvgTemperature
20209,0.151,0.001,1,0.001,0.051,0.618,32.2 
21001,-0.001,0.003,0,0.000,0.044,0.161,40.8 
21003,0.028,0.001,0,0.000,0.063,0.167,41.8 
21005,0.013,0.001,0,0.000,0.053,0.231,39.6 
21007,0.012,0.001,0,0.000,0.056,0.199,39.9 
21009,0.027,0.001,0,0.000,0.062,0.231,41.4 
21011,-0.009,0.001,0,0.000,0.020,0.297,39.4 
21013,0.050,0.001,0,0.000,0.067,0.177,39.4 
21015,0.078,0.000,1,0.000,0.049,0.261,38.1 
21017,0.030,0.000,1,0.000,0.046,0.317,39.5 
21019,0.005,0.001,1,0.001,0.049,0.294,39.5 
21021,-0.013,0.001,0,0.000,0.051,0.331,39.2 
21023,-0.006,0.000,1,0.000,0.056,0.200,38.5 
21027,0.010,0.000,1,0.000,0.079,0.223,39.3 
21029,0.103,0.001,1,0.001,0.112,0.229,40.0 
21031,0.067,0.001,0,0.000,0.092,0.170,41.0 
21033,-0.006,0.002,0,0.000,0.051,0.211,40.8 
21035,0.008,0.001,0,0.000,0.049,0.296,40.1 
21037,0.173,0.000,1,0.000,0.017,0.345,38.4 
21039,0.031,0.000,0,0.000,0.045,0.166,40.3 
21041,0.005,0.001,0,0.000,0.057,0.287,39.3 
21043,-0.021,0.001,0,0.000,0.065,0.221,38.9 
21045,0.043,0.002,0,0.000,0.090,0.119,39.8 
21047,0.026,0.001,1,0.001,0.037,0.325,41.7 
21049,0.031,0.000,1,0.000,0.052,0.290,39.9 
21051,0.073,0.001,0,0.000,0.043,0.111,40.6 
21053,0.004,0.002,1,0.002,0.054,0.123,42.0 
21055,-0.010,0.002,0,0.000,0.049,0.153,39.7 
21057,0.069,0.001,0,0.000,0.022,0.150,42.2 
21059,0.121,0.001,0,0.000,0.044,0.309,38.7 
21061,0.014,0.001,0,0.000,0.078,0.187,41.4 
21065,-0.052,0.000,0,0.000,0.066,0.200,40.4 
21067,0.099,0.001,1,0.001,0.046,0.512,39.6 
21069,-0.024,0.001,0,0.000,0.061,0.215,38.8 
21071,-0.047,0.001,0,0.000,0.025,0.243,41.8 
21073,0.032,0.001,0,0.000,0.051,0.449,39.9 
21075,0.013,0.001,0,0.000,0.027,0.325,41.0 
21077,0.043,0.002,1,0.002,0.058,0.224,39.3 
21079,0.029,0.000,0,0.000,0.068,0.191,39.5 
21081,0.016,0.000,1,0.000,0.054,0.200,39.0 
21083,0.037,0.002,0,0.000,0.049,0.199,40.2 
21085,0.048,0.002,0,0.000,0.075,0.185,40.5 
21087,0.014,0.001,0,0.000,0.061,0.156,40.9 
21089,0.013,0.001,1,0.001,0.051,0.255,38.6 
21091,0.031,0.001,0,0.000,0.066,0.290,38.6 
21093,0.099,0.001,0,0.000,0.048,0.323,39.8 
21095,0.039,0.002,0,0.000,0.027,0.128,39.0 
21097,0.058,0.000,0,0.000,0.082,0.261,39.3 
21099,0.092,0.001,0,0.000,0.080,0.238,40.9 
21101,0.024,0.001,1,0.001,0.052,0.340,38.0 
21103,0.010,0.000,1,0.000,0.060,0.256,39.2 
21105,0.014,0.002,0,0.000,0.050,0.208,40.6 
21107,0.013,0.003,0,0.000,0.047,0.212,40.6 
21109,0.025,0.002,0,0.000,0.065,0.088,39.9 
21111,0.089,0.001,1,0.001,0.043,0.540,39.8 
21113,0.054,0.001,1,0.001,0.031,0.263,39.7 
21115,-0.031,0.001,0,0.000,0.068,0.131,41.2 
21117,0.109,0.001,1,0.001,0.055,0.336,38.2 
21119,0.016,0.001,0,0.000,0.075,0.216,40.9 
21121,0.026,0.000,0,0.000,0.035,0.147,40.5 
21123,0.028,0.001,0,0.000,0.055,0.201,40.1 
21125,0.009,0.000,0,0.000,0.064,0.139,40.7 
21129,0.173,0.002,0,0.000,0.096,0.166,40.8 
21131,0.064,0.000,1,0.000,0.003,0.089,40.4 
21133,0.025,0.001,0,0.000,0.044,0.169,40.1 
21135,0.052,0.002,0,0.000,0.054,0.148,38.3 
21137,0.011,0.001,0,0.000,0.038,0.195,39.3 
21139,0.026,0.002,0,0.000,0.045,0.191,40.0 
21141,0.023,0.002,0,0.000,0.058,0.253,41.4 
21143,0.022,0.001,0,0.000,0.042,0.264,40.7 
21145,0.028,0.001,0,0.000,0.044,0.292,40.2 
21147,0.071,0.001,0,0.000,0.026,0.115,41.1 
21149,-0.016,0.003,0,0.000,0.061,0.216,39.6 
21151,0.088,0.001,0,0.000,0.053,0.316,39.9 
21155,0.028,0.001,0,0.000,0.063,0.330,40.0 
21157,0.044,0.001,0,0.000,0.043,0.220,40.3 
21161,0.031,0.002,0,0.000,0.038,0.273,38.4 
21163,0.034,0.000,1,0.000,0.024,0.247,39.0 
21165,-0.020,0.002,0,0.000,0.026,0.252,39.6 
21167,0.023,0.001,1,0.001,0.041,0.226,39.5 
21169,0.055,0.001,0,0.000,0.050,0.211,40.9 
21171,0.027,0.003,0,0.000,0.054,0.120,41.7 
21173,0.029,0.001,0,0.000,0.057,0.276,39.7 
21175,-0.004,0.000,0,0.000,0.050,0.211,40.0 
21177,-0.027,0.001,0,0.000,0.048,0.251,40.5 
21179,0.019,0.001,0,0.000,0.064,0.309,39.9 
21181,0.039,0.001,0,0.000,0.039,0.277,39.2 
21183,0.042,0.002,0,0.000,0.047,0.200,40.0 
21185,-0.021,0.001,1,0.001,0.045,0.313,38.8 
21187,-0.018,0.001,1,0.001,0.053,0.212,39.4 
21191,0.023,0.000,1,0.000,0.054,0.194,39.0 
21193,-0.020,0.001,0,0.000,-0.001,0.202,40.9 
21195,-0.009,0.001,0,0.000,0.040,0.174,41.6 
21197,-0.039,0.000,0,0.000,0.055,0.257,40.2 
21199,0.044,0.001,0,0.000,0.051,0.150,40.8 
21201,0.067,0.006,1,0.006,0.056,0.219,38.9 
21203,0.005,0.001,0,0.000,0.045,0.137,39.8 
21205,0.001,0.000,0,0.000,0.048,0.372,38.7 
21207,-0.011,0.002,0,0.000,0.067,0.134,41.0 
21209,0.096,0.000,1,0.000,0.036,0.319,39.5 
21211,0.090,0.001,1,0.001,0.004,0.305,39.2 
21213,0.041,0.001,0,0.000,0.071,0.285,41.8 
21215,0.035,0.000,1,0.000,0.056,0.202,39.6 
21217,-0.004,0.001,1,0.001,0.048,0.226,40.3 
21219,0.039,0.002,0,0.000,0.073,0.218,41.7 
21221,0.011,0.001,1,0.001,0.040,0.235,41.3 
21223,0.039,0.000,1,0.000,0.053,0.231,38.8 
21225,-0.029,0.001,0,0.000,0.055,0.214,38.5 
21227,0.020,0.001,0,0.000,0.041,0.350,41.9 
21229,0.059,0.002,0,0.000,0.052,0.252,39.6 
21231,0.042,0.002,0,0.000,0.033,0.179,41.4 
21233,0.024,0.001,0,0.000,0.057,0.214,39.5 
21235,0.000,0.000,0,0.000,0.034,0.150,41.0 
21239,0.033,0.000,1,0.000,0.046,0.366,39.8 
22001,0.070,0.003,1,0.003,0.036,0.206,55.2 
22003,0.004,0.003,0,0.000,-0.013,0.228,54.4 
22005,0.038,0.001,1,0.001,0.018,0.301,56.6 
22007,-0.027,0.001,0,0.000,0.050,0.361,57.6 
22009,0.054,0.003,1,0.003,0.007,0.304,53.3 
22011,-0.018,0.002,0,0.000,0.039,0.159,54.6 
22013,-0.007,0.005,1,0.005,0.026,0.447,49.9 
22015,0.029,0.002,1,0.002,-0.003,0.254,50.0 
22017,0.055,0.003,1,0.003,-0.030,0.505,50.4 
22019,-0.030,0.002,0,0.000,-0.005,0.314,56.6 
22021,0.016,0.002,0,0.000,0.065,0.168,50.6 
22023,0.064,0.001,0,0.000,0.052,0.087,57.5 
22027,0.045,0.003,0,0.000,0.002,0.423,48.6 
22029,-0.003,0.003,0,0.000,0.046,0.369,51.8 
22031,0.065,0.002,1,0.002,0.038,0.383,50.7 
22033,0.046,0.002,1,0.002,-0.016,0.523,55.9 
22035,0.012,0.003,0,0.000,-0.022,0.625,49.6 
22037,0.017,0.005,1,0.005,0.038,0.422,54.9 
22039,0.070,0.002,0,0.000,0.023,0.283,54.2 
22041,0.007,0.005,0,0.000,0.008,0.274,50.5 
22043,-0.001,0.002,0,0.000,0.042,0.134,51.7 
22045,0.000,0.002,1,0.002,0.030,0.330,56.9 
22047,0.006,0.003,1,0.003,0.018,0.519,56.4 
22049,0.041,0.003,0,0.000,0.012,0.287,49.8 
22051,0.064,0.002,1,0.002,0.030,0.406,57.7 
22053,0.063,0.003,0,0.000,0.037,0.216,55.9 
22055,0.056,0.001,1,0.001,0.004,0.310,55.6 
22057,-0.044,0.002,0,0.000,0.010,0.202,57.9 
22059,-0.041,0.002,0,0.000,0.051,0.092,51.5 
22061,0.020,0.002,0,0.000,0.042,0.381,49.3 
22063,0.043,0.001,1,0.001,0.021,0.120,55.8 
22067,0.017,0.003,0,0.000,0.030,0.435,49.4 
22069,0.034,0.002,0,0.000,0.011,0.430,51.5 
22071,0.036,0.002,1,0.002,0.015,0.808,57.1 
22073,0.045,0.003,0,0.000,-0.003,0.359,49.7 
22075,0.032,0.001,1,0.001,0.020,0.317,57.7 
22077,0.023,0.003,1,0.003,0.033,0.405,55.2 
22079,0.007,0.002,0,0.000,-0.032,0.322,53.0 
22081,0.043,0.004,0,0.000,0.025,0.438,50.7 
22083,-0.055,0.002,0,0.000,0.039,0.329,50.0 
22085,0.066,0.002,0,0.000,0.036,0.174,51.9 
22087,0.040,0.001,1,0.001,0.046,0.314,56.8 
22089,0.032,0.002,1,0.002,0.024,0.327,57.7 
22091,0.077,0.001,1,0.001,0.140,0.562,54.5 
22093,0.018,0.002,1,0.002,0.045,0.531,57.2 
22095,0.026,0.003,1,0.003,0.033,0.610,57.1 
22097,0.002,0.003,0,0.000,0.029,0.430,54.5 
22099,-0.035,0.002,1,0.002,0.043,0.321,56.5 
22101,0.007,0.002,0,0.000,0.005,0.352,57.8 
22103,0.094,0.002,1,0.002,0.029,0.223,55.4 
22105,0.006,0.002,0,0.000,0.028,0.322,55.0 
22107,0.030,0.001,0,0.000,0.019,0.523,51.0 
22109,0.047,0.002,0,0.000,0.028,0.243,58.8 
22111,0.052,0.003,0,0.000,0.069,0.247,49.2 
22113,0.011,0.002,1,0.002,0.012,0.189,56.8 
22115,0.003,0.002,1,0.002,0.021,0.160,53.0 
22117,0.042,0.003,0,0.000,0.029,0.306,53.9 
22119,-0.010,0.002,1,0.002,0.049,0.345,49.3 
22121,0.018,0.002,1,0.002,0.030,0.423,56.1 
22123,0.005,0.004,0,0.000,0.037,0.150,49.3 
22125,0.035,0.002,1,0.002,0.006,0.388,54.8 
22127,0.022,0.003,0,0.000,0.043,0.258,50.8 
23001,0.124,0.000,0,0.000,0.056,0.414,24.4 
23003,0.050,0.001,0,0.000,0.029,0.381,15.8 
23005,0.135,0.001,1,0.001,0.048,0.599,25.9 
23007,0.060,0.000,0,0.000,0.057,0.426,20.2 
23009,0.057,0.001,0,0.000,0.056,0.502,25.2 
23011,0.159,0.000,0,0.000,0.041,0.443,24.4 
23013,0.057,0.000,0,0.000,0.055,0.538,26.4 
23015,0.056,0.000,0,0.000,0.062,0.476,26.2 
23017,0.075,0.001,0,0.000,0.059,0.390,22.6 
23019,0.109,0.000,0,0.000,0.029,0.408,21.9 
23021,0.081,0.000,0,0.000,0.060,0.337,18.6 
23023,0.060,0.000,1,0.000,0.066,0.493,26.1 
23025,0.063,0.001,0,0.000,0.056,0.349,18.9 
23027,0.043,0.000,0,0.000,0.058,0.460,24.4 
23029,0.099,0.000,1,0.000,0.053,0.371,24.9 
23031,0.118,0.001,1,0.001,0.045,0.489,27.6 
24001,0.002,0.003,1,0.003,0.065,0.257,35.2 
24003,0.074,0.001,1,0.001,0.012,0.475,41.0 
24005,0.080,0.001,1,0.001,0.002,0.559,37.9 
24009,0.073,0.001,1,0.001,-0.003,0.384,41.0 
24011,0.030,0.001,0,0.000,0.037,0.284,40.2 
24013,0.073,0.001,1,0.001,0.019,0.289,36.8 
24015,0.076,0.001,1,0.001,0.014,0.302,38.3 
24017,0.097,0.001,1,0.001,0.003,0.630,41.3 
24019,0.025,0.001,0,0.000,0.032,0.410,41.5 
24021,0.084,0.001,1,0.001,-0.004,0.450,37.3 
24023,0.014,0.002,0,0.000,0.028,0.183,32.9 
24025,0.077,0.001,1,0.001,0.028,0.352,37.8 
24027,0.064,0.001,1,0.001,0.000,0.633,38.4 
24029,0.024,0.002,0,0.000,0.031,0.457,39.0 
24031,0.071,0.001,1,0.001,0.013,0.747,38.7 
24033,0.094,0.001,1,0.001,0.027,0.881,40.4 
24035,0.087,0.001,1,0.001,0.029,0.301,39.6 
24037,0.082,0.001,0,0.000,0.012,0.352,41.1 
24039,0.030,0.001,1,0.001,0.011,0.424,42.5 
24041,0.052,0.001,0,0.000,0.001,0.421,40.9 
24043,0.080,0.002,1,0.002,0.017,0.320,36.6 
24045,0.061,0.001,1,0.001,0.023,0.424,42.2 
24047,0.075,0.002,1,0.002,0.021,0.345,43.0 
24510,0.077,0.001,1,0.001,0.009,0.847,40.3 
25001,0.129,0.002,0,0.000,-0.002,0.541,35.9 
25003,0.087,0.002,0,0.000,0.031,0.675,28.4 
25005,0.107,0.002,1,0.002,0.027,0.520,35.0 
25009,0.094,0.003,1,0.003,0.027,0.585,33.1 
25011,0.114,0.001,0,0.000,-0.052,0.641,29.6 
25013,0.104,0.003,1,0.003,0.044,0.554,31.0 
25015,0.088,0.001,1,0.001,0.003,0.667,30.2 
25017,0.083,0.002,1,0.002,0.007,0.664,32.8 
25021,0.083,0.002,1,0.002,0.020,0.614,34.3 
25023,0.107,0.002,1,0.002,0.010,0.508,35.1 
25025,0.053,0.002,1,0.002,0.001,0.796,35.2 
25027,0.121,0.002,1,0.002,0.033,0.518,31.4 
26001,0.051,0.002,0,0.000,0.057,0.279,26.7 
26003,-0.005,0.000,0,0.000,0.004,0.368,22.6 
26005,0.099,0.001,0,0.000,0.052,0.324,31.3 
26007,0.040,0.002,0,0.000,0.044,0.332,26.9 
26009,0.049,0.001,0,0.000,0.057,0.327,27.3 
26011,0.034,0.002,0,0.000,0.056,0.310,29.1 
26013,0.051,0.004,0,0.000,0.024,0.331,19.3 
26015,0.099,0.001,1,0.001,0.052,0.301,30.0 
26017,0.076,0.003,0,0.000,0.067,0.409,30.3 
26019,0.047,0.002,1,0.002,0.051,0.402,27.6 
26021,0.050,0.001,0,0.000,0.079,0.409,32.0 
26023,0.060,0.002,0,0.000,0.047,0.287,30.4 
26025,0.107,0.002,1,0.002,0.066,0.410,30.3 
26027,0.035,0.001,1,0.001,0.044,0.322,31.1 
26029,0.074,0.000,0,0.000,0.079,0.352,27.2 
26031,0.055,0.001,0,0.000,0.042,0.315,26.2 
26033,0.133,0.001,0,0.000,0.029,0.348,24.0 
26035,0.075,0.002,0,0.000,0.041,0.317,27.2 
26037,0.093,0.001,1,0.001,0.049,0.406,30.1 
26039,0.052,0.000,0,0.000,0.056,0.308,25.6 
26041,0.040,0.002,0,0.000,0.032,0.348,23.5 
26043,0.012,0.003,0,0.000,0.046,0.298,20.2 
26045,0.076,0.001,1,0.001,0.059,0.444,30.0 
26047,0.043,0.001,0,0.000,0.052,0.371,26.7 
26049,0.094,0.002,1,0.002,0.084,0.523,30.1 
26051,0.060,0.002,0,0.000,0.066,0.304,28.4 
26053,0.016,0.003,0,0.000,0.035,0.399,18.0 
26055,0.108,0.001,0,0.000,0.033,0.406,28.0 
26057,0.052,0.002,0,0.000,0.040,0.344,30.1 
26059,0.045,0.002,0,0.000,0.060,0.241,30.2 
26061,0.036,0.001,0,0.000,0.045,0.385,20.7 
26063,0.058,0.002,0,0.000,0.030,0.288,30.0 
26065,0.081,0.001,1,0.001,0.044,0.603,30.1 
26067,0.129,0.001,0,0.000,0.082,0.311,29.7 
26069,0.038,0.003,0,0.000,0.068,0.325,28.2 
26071,0.060,0.004,0,0.000,0.034,0.339,18.1 
26073,0.038,0.001,0,0.000,0.049,0.449,28.9 
26075,0.096,0.001,0,0.000,0.046,0.370,30.4 
26077,0.089,0.001,1,0.001,0.049,0.532,30.7 
26079,0.059,0.001,1,0.001,0.055,0.258,26.4 
26081,0.099,0.001,1,0.001,0.064,0.450,29.9 
26083,-0.047,0.001,1,0.001,0.048,0.368,21.0 
26085,0.073,0.001,0,0.000,0.019,0.364,27.8 
26087,0.064,0.001,1,0.001,0.043,0.282,30.2 
26089,0.047,0.001,0,0.000,0.041,0.459,28.5 
26091,0.058,0.001,0,0.000,0.066,0.365,31.5 
26093,0.096,0.001,1,0.001,0.025,0.325,30.2 
26095,0.035,0.000,0,0.000,0.059,0.264,23.0 
26097,0.085,0.000,1,0.000,0.029,0.342,24.5 
26099,0.107,0.002,1,0.002,0.025,0.420,32.2 
26101,0.054,0.001,0,0.000,0.051,0.395,28.0 
26103,0.036,0.001,0,0.000,0.043,0.486,20.1 
26105,0.036,0.001,0,0.000,0.043,0.360,28.6 
26107,0.054,0.000,0,0.000,0.038,0.339,27.8 
26109,0.071,0.002,1,0.002,0.060,0.329,23.2 
26111,0.096,0.001,0,0.000,0.035,0.368,29.9 
26113,0.028,0.001,0,0.000,0.071,0.214,26.2 
26115,0.094,0.001,1,0.001,0.039,0.362,33.2 
26117,0.080,0.001,1,0.001,0.068,0.296,28.8 
26119,0.042,0.002,0,0.000,0.025,0.257,25.9 
26121,0.114,0.002,0,0.000,0.072,0.478,30.2 
26123,0.075,0.001,0,0.000,0.067,0.274,28.5 
26125,0.076,0.002,1,0.002,0.028,0.516,30.6 
26127,0.043,0.002,0,0.000,0.047,0.333,28.8 
26129,0.044,0.002,0,0.000,0.046,0.292,27.0 
26131,0.014,0.003,0,0.000,0.139,0.343,19.8 
26133,0.107,0.001,0,0.000,0.056,0.255,26.6 
26135,0.052,0.002,0,0.000,0.041,0.256,26.0 
26137,0.038,0.001,0,0.000,0.046,0.284,24.9 
26139,0.083,0.001,1,0.001,0.042,0.315,31.1 
26141,0.040,0.002,0,0.000,0.053,0.333,26.6 
26143,0.037,0.001,0,0.000,0.084,0.329,26.5 
26145,0.120,0.003,0,0.000,0.087,0.471,30.4 
26147,0.090,0.002,1,0.002,0.056,0.315,31.7 
26149,0.038,0.001,0,0.000,0.096,0.317,30.9 
26151,0.116,0.002,0,0.000,0.031,0.253,30.6 
26153,0.038,0.001,0,0.000,0.022,0.330,23.4 
26155,0.002,0.001,0,0.000,0.063,0.368,30.0 
26157,0.050,0.003,0,0.000,0.037,0.288,30.2 
26159,0.119,0.001,1,0.001,0.036,0.398,31.4 
26161,0.052,0.001,1,0.001,0.010,0.681,31.0 
26163,0.130,0.002,1,0.002,0.049,0.668,32.5 
26165,0.002,0.001,0,0.000,0.055,0.290,26.6 
27001,0.025,0.002,0,0.000,0.030,0.340,13.5 
27003,0.104,0.001,1,0.001,0.038,0.406,17.9 
27005,0.032,0.001,0,0.000,0.042,0.302,10.7 
27007,0.034,0.001,1,0.001,0.041,0.403,10.1 
27009,0.035,0.002,0,0.000,0.064,0.281,15.6 
27011,0.040,0.001,0,0.000,0.052,0.334,14.0 
27013,0.074,0.001,1,0.001,0.025,0.429,18.2 
27015,0.027,0.001,0,0.000,0.043,0.273,17.6 
27017,0.032,0.001,1,0.001,0.048,0.465,13.9 
27019,0.076,0.000,1,0.000,0.039,0.386,18.2 
27021,0.041,0.001,0,0.000,0.053,0.309,13.6 
27023,0.034,0.003,1,0.003,0.051,0.318,15.1 
27025,0.082,0.001,1,0.001,0.063,0.307,18.4 
27027,0.014,0.001,0,0.000,0.027,0.441,10.8 
27029,0.048,0.002,0,0.000,0.039,0.259,9.9 
27031,0.027,0.000,0,0.000,0.043,0.563,13.2 
27033,0.036,0.002,0,0.000,0.066,0.293,17.6 
27035,0.061,0.001,0,0.000,0.106,0.306,14.8 
27037,0.071,0.001,1,0.001,0.047,0.477,19.8 
27039,0.038,0.000,0,0.000,0.057,0.291,19.0 
27041,0.038,0.002,0,0.000,0.048,0.286,13.4 
27043,0.041,0.001,0,0.000,0.059,0.290,19.4 
27045,0.026,0.000,0,0.000,0.056,0.350,19.9 
27047,0.015,0.001,0,0.000,0.043,0.376,19.4 
27049,0.119,0.001,1,0.001,-0.033,0.367,19.9 
27051,0.036,0.001,0,0.000,0.065,0.318,13.3 
27053,0.069,0.001,1,0.001,0.037,0.631,18.5 
27055,0.030,0.001,0,0.000,0.043,0.391,22.1 
27057,0.026,0.002,0,0.000,0.049,0.298,11.9 
27059,0.051,0.001,1,0.001,0.063,0.269,17.3 
27061,0.022,0.001,1,0.001,0.031,0.378,11.8 
27063,0.039,0.001,0,0.000,0.060,0.272,17.4 
27065,0.041,0.001,0,0.000,0.061,0.285,16.3 
27067,0.021,0.002,0,0.000,0.036,0.334,15.8 
27069,-0.024,0.005,0,0.000,0.047,0.345,9.0 
27071,0.034,0.001,0,0.000,0.034,0.362,9.9 
27073,0.050,0.002,0,0.000,0.049,0.338,15.1 
27075,0.026,0.002,0,0.000,0.057,0.472,12.2 
27077,0.022,0.000,0,0.000,0.078,0.247,9.3 
27079,0.026,0.001,1,0.001,0.052,0.309,17.4 
27081,0.041,0.000,0,0.000,0.035,0.285,15.8 
27083,0.025,0.002,0,0.000,0.041,0.313,16.4 
27085,0.058,0.001,0,0.000,0.067,0.265,17.3 
27087,0.036,0.001,0,0.000,0.080,0.445,9.6 
27089,0.057,0.002,0,0.000,0.028,0.254,9.0 
27091,0.032,0.001,0,0.000,0.046,0.260,18.5 
27093,0.034,0.001,0,0.000,0.053,0.260,16.2 
27095,0.043,0.002,1,0.002,0.060,0.285,15.7 
27097,0.036,0.001,0,0.000,0.048,0.206,14.9 
27099,0.077,0.001,0,0.000,0.059,0.420,19.4 
27101,0.011,0.001,0,0.000,0.015,0.277,16.2 
27103,0.032,0.001,0,0.000,0.044,0.436,16.9 
27105,0.037,0.002,0,0.000,0.047,0.317,16.7 
27107,0.016,0.001,0,0.000,0.058,0.388,10.0 
27109,0.069,0.001,0,0.000,0.050,0.453,19.1 
27111,0.031,0.001,0,0.000,0.042,0.287,12.5 
27113,0.026,0.001,1,0.001,0.049,0.320,8.9 
27115,0.042,0.001,0,0.000,0.059,0.332,16.6 
27117,0.054,0.003,0,0.000,0.062,0.234,16.6 
27119,0.050,0.002,0,0.000,0.046,0.318,9.7 
27121,0.040,0.000,0,0.000,0.051,0.333,14.3 
27123,0.100,0.001,1,0.001,0.032,0.651,19.0 
27125,0.014,0.001,0,0.000,0.047,0.287,9.2 
27127,0.029,0.002,0,0.000,0.040,0.248,16.9 
27129,0.006,0.003,0,0.000,0.046,0.278,16.7 
27131,0.084,0.001,0,0.000,0.028,0.445,19.2 
27133,0.011,0.001,0,0.000,0.053,0.284,18.1 
27135,0.010,0.001,0,0.000,0.048,0.238,8.9 
27137,0.074,0.001,1,0.001,0.070,0.514,11.6 
27139,0.067,0.001,1,0.001,0.029,0.380,19.0 
27141,0.091,0.001,1,0.001,0.035,0.275,16.3 
27143,0.104,0.001,1,0.001,0.034,0.251,17.4 
27145,0.084,0.001,0,0.000,0.022,0.321,15.1 
27147,-0.002,0.000,0,0.000,0.049,0.325,19.4 
27149,0.017,0.001,0,0.000,0.044,0.392,13.6 
27151,-0.007,0.002,1,0.002,0.035,0.338,14.6 
27153,0.032,0.001,0,0.000,0.050,0.232,14.0 
27155,0.022,0.001,0,0.000,0.050,0.350,13.8 
27157,0.031,0.000,0,0.000,0.044,0.327,19.8 
27159,0.026,0.001,0,0.000,0.046,0.243,13.2 
27161,0.027,0.001,0,0.000,0.048,0.294,19.0 
27163,0.085,0.001,1,0.001,0.029,0.465,19.1 
27165,0.052,0.001,0,0.000,0.065,0.363,18.4 
27167,0.041,0.002,0,0.000,0.053,0.270,12.7 
27169,0.032,0.001,0,0.000,0.041,0.436,21.0 
27171,0.063,0.001,1,0.001,0.041,0.292,16.8 
27173,0.024,0.002,0,0.000,0.047,0.289,16.0 
28001,-0.026,0.002,0,0.000,0.016,0.561,51.8 
28003,0.016,0.002,0,0.000,0.045,0.182,45.4 
28005,0.032,0.003,0,0.000,0.039,0.383,53.5 
28007,0.053,0.004,0,0.000,0.028,0.393,48.6 
28009,-0.003,0.003,1,0.003,0.060,0.428,45.4 
28017,0.032,0.003,0,0.000,0.026,0.462,48.4 
28019,0.031,0.002,0,0.000,0.034,0.300,48.1 
28025,0.038,0.002,0,0.000,0.034,0.572,48.9 
28027,0.022,0.003,0,0.000,0.038,0.716,47.6 
28029,-0.007,0.002,1,0.002,0.032,0.519,52.6 
28031,0.010,0.004,0,0.000,0.036,0.372,51.8 
28033,0.090,0.001,1,0.001,0.064,0.313,45.5 
28035,0.023,0.002,0,0.000,0.042,0.417,53.0 
28039,0.051,0.002,0,0.000,0.042,0.104,53.9 
28041,0.045,0.002,0,0.000,0.032,0.181,52.8 
28043,0.038,0.004,0,0.000,0.185,0.421,48.2 
28045,0.034,0.001,1,0.001,0.058,0.190,54.5 
28047,0.060,0.001,1,0.001,0.043,0.334,54.3 
28049,0.046,0.002,1,0.002,0.028,0.714,52.5 
28051,0.093,0.004,0,0.000,0.080,0.828,50.2 
28057,0.064,0.003,0,0.000,0.054,0.115,47.4 
28059,0.104,0.001,1,0.001,0.022,0.296,54.9 
28065,-0.009,0.003,0,0.000,0.038,0.596,52.1 
28067,0.006,0.002,0,0.000,0.041,0.275,51.9 
28071,0.012,0.002,1,0.002,0.049,0.406,46.8 
28073,0.006,0.001,0,0.000,0.038,0.211,52.9 
28075,0.002,0.003,0,0.000,0.042,0.382,51.4 
28077,-0.010,0.001,0,0.000,0.057,0.345,52.6 
28079,0.004,0.003,0,0.000,0.029,0.424,49.7 
28081,0.027,0.002,0,0.000,0.039,0.305,48.0 
28083,0.005,0.004,0,0.000,0.066,0.699,50.0 
28085,0.006,0.003,1,0.003,0.054,0.293,52.5 
28087,0.038,0.002,1,0.002,0.046,0.462,48.7 
28089,0.051,0.002,1,0.002,0.017,0.408,50.8 
28091,0.004,0.003,0,0.000,0.043,0.314,53.0 
28093,0.059,0.002,1,0.002,0.083,0.541,45.6 
28095,0.018,0.003,1,0.003,0.019,0.348,48.3 
28099,0.012,0.006,1,0.006,0.025,0.257,50.1 
28101,0.012,0.002,0,0.000,0.059,0.292,51.3 
28105,0.033,0.002,0,0.000,0.000,0.489,49.3 
28107,0.065,0.003,0,0.000,0.054,0.493,46.9 
28109,0.038,0.002,0,0.000,0.019,0.165,53.6 
28111,0.060,0.003,0,0.000,0.033,0.225,53.0 
28113,0.015,0.002,0,0.000,0.021,0.493,53.5 
28115,0.009,0.002,0,0.000,0.044,0.184,47.7 
28117,0.026,0.002,0,0.000,0.037,0.209,46.6 
28121,0.067,0.002,1,0.002,0.027,0.225,51.1 
28123,0.019,0.002,0,0.000,0.052,0.406,50.5 
28127,0.000,0.003,1,0.003,0.036,0.339,51.8 
28129,0.017,0.002,0,0.000,0.081,0.212,51.3 
28131,0.016,0.002,1,0.002,0.046,0.223,53.6 
28133,0.056,0.003,0,0.000,0.045,0.701,49.0 
28137,0.029,0.002,1,0.002,0.053,0.338,45.9 
28139,0.019,0.003,0,0.000,0.057,0.199,45.7 
28141,-0.001,0.003,0,0.000,0.040,0.119,45.9 
28143,-0.037,0.002,1,0.002,-0.020,0.748,46.4 
28145,0.033,0.002,0,0.000,0.040,0.175,47.0 
28147,0.081,0.003,0,0.000,0.025,0.403,53.3 
28149,-0.011,0.002,0,0.000,0.037,0.478,52.2 
28153,0.143,0.002,0,0.000,0.064,0.367,51.2 
28155,0.025,0.002,0,0.000,0.045,0.201,47.9 
28159,0.000,0.004,0,0.000,0.047,0.434,49.2 
28161,0.010,0.003,0,0.000,0.055,0.425,47.6 
