FIPS,HomePriceGrowth19to20,TotalDeathsPercentPopulation,UrbanDummy,TotalDeathsPercentPopulation X UrbanDummy,HomePriceGrowth18to19,ClintonVoteShare,JanAvgTemperature
13181,0.048,0.002,1,0.002,0.045,0.310,49.8 
13183,0.033,0.001,0,0.000,0.026,0.330,55.4 
13185,0.080,0.001,0,0.000,0.032,0.398,54.4 
13187,0.048,0.001,0,0.000,0.057,0.179,44.1 
13189,0.037,0.002,1,0.002,0.051,0.399,50.9 
13191,0.039,0.001,1,0.001,0.017,0.390,56.4 
13193,0.039,0.002,0,0.000,0.032,0.631,52.3 
13195,0.060,0.001,0,0.000,0.058,0.202,46.8 
13197,0.025,0.002,1,0.002,0.052,0.380,51.5 
13199,0.047,0.002,1,0.002,0.020,0.413,48.6 
13201,0.050,0.001,0,0.000,0.025,0.245,54.6 
13205,0.006,0.003,0,0.000,0.003,0.443,54.4 
13207,0.040,0.003,0,0.000,0.033,0.281,50.4 
13209,0.043,0.002,0,0.000,0.030,0.237,53.8 
13211,0.056,0.001,1,0.001,0.053,0.281,48.8 
13213,0.044,0.001,0,0.000,0.059,0.144,44.6 
13215,0.085,0.002,1,0.002,0.038,0.577,50.8 
13217,0.087,0.002,1,0.002,0.067,0.499,48.5 
13219,0.038,0.001,0,0.000,0.051,0.277,47.7 
13221,0.047,0.001,0,0.000,0.054,0.274,47.4 
13223,0.102,0.001,1,0.001,0.072,0.278,46.7 
13225,0.035,0.001,1,0.001,0.030,0.474,52.1 
13227,0.051,0.002,1,0.002,0.037,0.141,44.3 
13229,0.037,0.002,0,0.000,0.046,0.124,55.4 
13231,0.058,0.002,1,0.002,0.060,0.142,49.0 
13233,0.060,0.002,0,0.000,0.069,0.202,47.0 
13235,0.029,0.003,1,0.003,0.023,0.306,53.3 
13237,0.044,0.002,0,0.000,0.032,0.291,50.1 
13239,0.000,0.000,0,0.000,0.031,0.442,52.2 
13241,0.037,0.002,1,0.002,0.036,0.181,43.0 
13243,0.047,0.005,0,0.000,0.036,0.551,52.8 
13245,0.156,0.002,1,0.002,0.039,0.646,52.6 
13247,0.120,0.001,1,0.001,0.044,0.614,47.9 
13249,0.053,0.000,0,0.000,0.049,0.210,52.2 
13251,0.042,0.001,0,0.000,0.029,0.402,53.4 
13253,0.044,0.002,0,0.000,0.026,0.331,55.6 
13255,0.121,0.002,1,0.002,0.086,0.364,48.9 
13257,0.060,0.003,0,0.000,0.047,0.187,46.1 
13259,0.035,0.003,1,0.003,0.054,0.594,52.0 
13261,0.013,0.003,0,0.000,0.019,0.503,53.0 
13263,0.031,0.002,0,0.000,0.043,0.617,50.1 
13265,0.101,0.000,0,0.000,0.084,0.608,49.3 
13267,0.032,0.002,0,0.000,0.032,0.244,54.4 
13269,0.032,0.003,0,0.000,0.031,0.380,51.4 
13271,0.042,0.003,0,0.000,0.050,0.346,54.0 
13273,0.013,0.004,0,0.000,0.031,0.541,53.3 
13275,0.035,0.002,0,0.000,0.037,0.380,55.1 
13277,0.025,0.003,1,0.003,0.040,0.306,53.7 
13279,0.022,0.004,0,0.000,0.044,0.256,53.9 
13281,0.058,0.004,0,0.000,0.031,0.179,42.3 
13283,0.023,0.003,0,0.000,0.035,0.319,53.6 
13285,0.013,0.003,0,0.000,0.040,0.372,48.2 
13287,0.039,0.004,1,0.004,0.026,0.367,53.4 
13289,0.065,0.003,0,0.000,0.048,0.486,52.4 
13291,0.051,0.003,1,0.003,0.052,0.163,42.4 
13293,0.056,0.004,0,0.000,0.051,0.318,50.1 
13295,0.033,0.001,1,0.001,0.058,0.176,45.8 
13297,0.090,0.002,1,0.002,0.041,0.204,47.6 
13299,0.054,0.003,0,0.000,0.041,0.282,55.6 
13301,0.068,0.002,0,0.000,0.065,0.563,50.5 
13303,0.020,0.003,0,0.000,0.072,0.496,51.7 
13305,0.029,0.002,1,0.002,0.041,0.196,55.3 
13307,0.021,0.001,0,0.000,0.035,0.424,52.5 
13309,-0.001,0.003,0,0.000,0.054,0.307,53.9 
13311,0.041,0.002,0,0.000,0.048,0.142,44.4 
13313,0.152,0.002,0,0.000,0.050,0.259,45.8 
13315,-0.001,0.005,0,0.000,0.024,0.286,53.6 
13317,0.030,0.002,0,0.000,0.011,0.412,48.8 
13319,0.030,0.002,0,0.000,0.041,0.442,52.3 
13321,0.018,0.003,0,0.000,0.025,0.244,53.7 
15001,0.064,0.000,0,0.000,0.058,0.636,0.0 
15003,0.036,0.000,1,0.000,-0.012,0.615,0.0 
15007,0.047,0.000,0,0.000,0.071,0.625,0.0 
15009,0.036,0.000,0,0.000,0.026,0.645,0.0 
16001,0.205,0.001,1,0.001,0.094,0.387,36.6 
16003,0.127,0.001,0,0.000,0.096,0.190,27.8 
16005,0.100,0.001,0,0.000,0.112,0.309,28.1 
16007,0.090,0.000,0,0.000,0.051,0.087,23.1 
16009,0.087,0.001,0,0.000,0.064,0.184,33.2 
16011,0.086,0.001,1,0.001,0.071,0.176,25.7 
16013,0.079,0.001,0,0.000,0.051,0.598,23.3 
16015,0.080,0.000,1,0.000,0.090,0.204,28.4 
16017,0.116,0.001,0,0.000,0.078,0.278,29.2 
16019,0.151,0.001,0,0.000,0.132,0.202,24.6 
16021,0.058,0.001,0,0.000,0.080,0.181,27.4 
16025,0.066,0.000,0,0.000,0.082,0.186,23.9 
16027,0.210,0.001,1,0.001,0.121,0.232,36.1 
16029,0.084,0.002,0,0.000,0.064,0.089,24.3 
16031,0.083,0.001,1,0.001,0.075,0.127,29.4 
16035,0.057,0.001,0,0.000,0.069,0.185,29.7 
16037,0.092,0.001,0,0.000,0.084,0.177,21.2 
16039,0.093,0.000,0,0.000,0.085,0.213,31.6 
16041,0.070,0.001,0,0.000,0.014,0.070,26.1 
16043,0.080,0.001,0,0.000,0.068,0.114,21.5 
16045,0.116,0.002,1,0.002,0.095,0.155,32.5 
16047,0.098,0.002,0,0.000,0.078,0.179,31.5 
16049,0.064,0.001,0,0.000,0.068,0.145,27.9 
16051,0.094,0.001,0,0.000,0.084,0.085,21.2 
16053,0.086,0.001,0,0.000,0.078,0.197,32.7 
16055,0.184,0.001,0,0.000,0.102,0.245,32.8 
16057,0.085,0.000,0,0.000,0.030,0.445,33.0 
16059,0.095,0.001,0,0.000,0.078,0.179,22.4 
16061,0.044,0.002,0,0.000,0.078,0.170,31.8 
16063,0.057,0.002,0,0.000,0.091,0.206,28.5 
16065,0.083,0.001,0,0.000,0.072,0.077,24.1 
16067,0.064,0.001,0,0.000,0.077,0.170,28.3 
16069,0.043,0.001,1,0.001,0.060,0.281,34.7 
16071,0.101,0.001,0,0.000,0.075,0.089,27.3 
16073,0.086,0.002,1,0.002,0.113,0.151,32.5 
16075,0.097,0.001,0,0.000,0.087,0.173,35.5 
16077,0.065,0.001,0,0.000,0.070,0.253,28.2 
16079,0.054,0.002,0,0.000,0.072,0.270,29.1 
16081,0.043,0.000,0,0.000,0.096,0.434,22.4 
16083,0.127,0.001,1,0.001,0.097,0.209,31.8 
16085,0.102,0.000,0,0.000,0.081,0.358,24.3 
16087,0.143,0.002,0,0.000,0.093,0.174,30.5 
17001,0.021,0.002,0,0.000,0.038,0.240,30.5 
17005,0.022,0.001,1,0.001,0.051,0.275,34.2 
17007,0.005,0.001,1,0.001,0.046,0.391,27.1 
17011,0.019,0.002,0,0.000,0.024,0.364,27.8 
17013,0.009,0.000,1,0.000,0.020,0.287,33.1 
17015,0.015,0.002,0,0.000,0.019,0.329,27.1 
17017,-0.002,0.002,1,0.002,0.018,0.316,31.1 
17019,0.052,0.001,1,0.001,0.016,0.547,31.9 
17021,0.003,0.002,0,0.000,0.036,0.258,32.6 
17023,0.006,0.002,0,0.000,0.039,0.237,34.7 
17025,0.018,0.003,0,0.000,0.036,0.161,35.8 
17027,0.007,0.002,1,0.002,0.030,0.226,35.6 
17029,0.024,0.002,0,0.000,0.011,0.334,33.4 
17031,0.063,0.002,1,0.002,-0.004,0.747,30.2 
17033,0.033,0.001,1,0.001,0.004,0.228,35.7 
17035,0.013,0.002,0,0.000,0.038,0.185,34.2 
17037,0.079,0.001,1,0.001,0.036,0.469,27.1 
17039,-0.002,0.001,0,0.000,0.025,0.253,31.3 
17041,0.018,0.001,0,0.000,0.035,0.239,33.0 
17043,0.041,0.001,1,0.001,0.002,0.533,29.2 
17045,0.025,0.002,0,0.000,0.019,0.228,33.4 
17047,0.043,0.001,0,0.000,0.003,0.130,37.6 
17049,0.019,0.002,0,0.000,0.043,0.175,34.3 
17051,0.022,0.002,1,0.002,0.015,0.190,34.0 
17053,0.013,0.003,0,0.000,0.041,0.221,31.3 
17055,0.051,0.002,0,0.000,0.020,0.253,37.3 
17057,0.004,0.001,0,0.000,0.026,0.388,29.7 
17061,0.036,0.002,0,0.000,0.070,0.216,32.7 
17063,0.025,0.001,1,0.001,0.042,0.347,29.7 
17065,0.014,0.002,0,0.000,0.043,0.193,37.7 
17067,0.079,0.002,0,0.000,0.037,0.235,29.4 
17071,0.016,0.001,1,0.001,0.031,0.328,28.0 
17073,0.008,0.001,1,0.001,0.032,0.360,27.3 
17075,0.031,0.002,0,0.000,0.029,0.192,32.1 
17077,-0.008,0.001,0,0.000,0.004,0.473,37.1 
17079,0.040,0.002,0,0.000,0.028,0.180,35.2 
17081,0.028,0.003,0,0.000,0.024,0.260,36.9 
17083,0.024,0.002,1,0.002,0.034,0.244,33.6 
17085,0.046,0.001,0,0.000,0.018,0.394,25.8 
17087,0.014,0.001,1,0.001,0.065,0.188,38.2 
17089,0.056,0.001,1,0.001,0.006,0.520,28.0 
17091,0.059,0.002,0,0.000,0.042,0.401,30.9 
17093,0.051,0.001,1,0.001,0.003,0.466,28.8 
17095,0.001,0.002,0,0.000,0.035,0.453,28.0 
17097,0.062,0.001,1,0.001,0.002,0.564,29.2 
17099,0.001,0.002,0,0.000,-0.007,0.393,28.8 
17101,0.099,0.001,0,0.000,0.040,0.212,36.7 
17103,0.017,0.001,1,0.001,0.017,0.357,27.3 
17105,0.007,0.002,0,0.000,0.029,0.263,30.0 
17107,0.025,0.002,0,0.000,0.020,0.267,31.8 
17109,-0.001,0.001,0,0.000,0.033,0.404,29.0 
17111,0.072,0.001,1,0.001,0.008,0.429,27.7 
17113,0.050,0.001,1,0.001,0.008,0.453,30.4 
17115,0.049,0.002,1,0.002,-0.014,0.382,32.0 
17117,0.030,0.002,1,0.002,0.013,0.299,32.8 
17119,0.068,0.002,1,0.002,0.030,0.389,34.1 
17123,0.001,0.001,1,0.001,0.027,0.299,29.4 
17125,-0.012,0.003,0,0.000,0.008,0.311,31.2 
17127,0.003,0.002,0,0.000,0.034,0.233,39.6 
17129,0.024,0.000,1,0.000,0.031,0.279,31.4 
17131,0.015,0.002,1,0.002,0.046,0.360,27.0 
17133,0.008,0.002,1,0.002,0.038,0.286,36.2 
17135,0.002,0.002,0,0.000,0.025,0.270,33.0 
17137,-0.002,0.002,0,0.000,0.036,0.317,31.6 
17139,0.026,0.001,0,0.000,0.030,0.236,32.7 
17141,0.011,0.001,0,0.000,0.024,0.333,27.3 
17143,0.028,0.001,1,0.001,0.002,0.485,29.4 
17145,0.024,0.003,0,0.000,0.033,0.250,36.6 
17147,0.023,0.001,1,0.001,0.026,0.294,31.9 
17149,0.027,0.003,0,0.000,0.028,0.188,31.5 
17151,-0.102,0.001,0,0.000,0.124,0.175,38.7 
17155,0.012,0.001,0,0.000,0.033,0.369,29.0 
17157,0.029,0.002,0,0.000,0.019,0.242,36.2 
17159,0.030,0.002,0,0.000,0.024,0.206,36.2 
17161,0.027,0.002,1,0.002,0.016,0.505,26.8 
17163,0.062,0.002,1,0.002,0.023,0.504,35.4 
17165,0.000,0.002,0,0.000,0.027,0.226,38.0 
17167,0.038,0.001,0,0.000,0.009,0.416,32.0 
17173,0.040,0.002,0,0.000,0.015,0.208,33.0 
17175,-0.012,0.004,1,0.004,0.028,0.274,28.4 
17177,0.037,0.002,0,0.000,0.038,0.382,26.4 
17179,0.047,0.002,1,0.002,0.010,0.321,30.6 
17181,0.008,0.002,0,0.000,0.022,0.281,38.1 
17183,0.022,0.001,0,0.000,0.023,0.328,32.1 
17185,0.043,0.001,0,0.000,0.055,0.211,38.0 
17187,0.017,0.003,0,0.000,0.041,0.383,27.5 
17189,0.040,0.002,0,0.000,0.054,0.195,36.2 
17191,0.027,0.003,0,0.000,0.104,0.127,37.3 
17193,0.005,0.002,0,0.000,0.013,0.193,37.8 
17195,0.009,0.003,0,0.000,0.024,0.431,27.6 
17197,0.078,0.001,1,0.001,0.011,0.505,29.8 
17199,0.026,0.002,1,0.002,0.031,0.269,37.4 
17201,0.076,0.001,1,0.001,0.042,0.471,27.1 
17203,0.014,0.002,1,0.002,0.026,0.256,30.0 
18001,0.046,0.001,0,0.000,0.054,0.214,32.7 
18003,0.110,0.002,1,0.002,0.081,0.376,31.9 
18005,0.056,0.002,0,0.000,0.064,0.303,36.4 
18007,0.073,0.001,0,0.000,0.073,0.235,31.5 
18009,0.043,0.002,1,0.002,0.047,0.257,34.0 
18011,0.053,0.001,1,0.001,0.042,0.316,32.9 
18013,0.038,0.002,1,0.002,0.062,0.317,35.3 
18015,0.050,0.001,0,0.000,0.063,0.219,32.9 
18017,0.047,0.002,0,0.000,0.046,0.265,32.6 
18019,0.100,0.001,1,0.001,0.054,0.368,38.7 
18021,0.055,0.002,0,0.000,0.061,0.204,35.4 
18023,0.059,0.002,1,0.002,0.064,0.236,32.6 
18025,0.038,0.001,0,0.000,0.048,0.288,37.5 
18027,0.042,0.003,0,0.000,0.059,0.167,36.7 
18029,0.046,0.001,1,0.001,0.055,0.204,37.0 
18031,0.044,0.003,0,0.000,0.056,0.191,35.8 
18033,0.104,0.002,0,0.000,0.098,0.233,30.8 
18035,0.096,0.001,0,0.000,0.039,0.402,34.9 
18037,0.036,0.002,0,0.000,0.054,0.270,37.2 
18039,0.095,0.002,0,0.000,0.047,0.316,31.3 
18041,0.052,0.002,0,0.000,0.054,0.236,34.8 
18043,0.083,0.002,1,0.002,0.071,0.373,38.9 
18045,0.057,0.002,0,0.000,0.035,0.197,32.6 
18047,0.051,0.002,0,0.000,0.045,0.179,35.6 
18049,0.042,0.002,0,0.000,0.046,0.234,31.9 
18051,0.045,0.002,0,0.000,0.058,0.240,38.3 
18053,0.042,0.002,0,0.000,0.047,0.277,34.2 
18055,0.049,0.002,0,0.000,0.037,0.212,36.0 
18057,0.077,0.001,1,0.001,0.030,0.371,34.2 
18059,0.092,0.002,1,0.002,0.056,0.246,35.0 
18061,0.046,0.001,1,0.001,0.063,0.258,38.8 
18063,0.089,0.002,1,0.002,0.061,0.299,33.4 
18065,0.050,0.002,0,0.000,0.055,0.254,34.3 
18067,0.072,0.002,0,0.000,0.069,0.304,33.0 
18069,0.041,0.002,1,0.002,0.053,0.219,33.1 
18071,0.044,0.001,1,0.001,0.051,0.219,36.9 
18073,0.037,0.001,1,0.001,0.028,0.249,31.4 
18075,0.048,0.001,0,0.000,-0.008,0.237,33.6 
18077,0.055,0.002,0,0.000,0.055,0.319,38.0 
18079,0.047,0.002,0,0.000,0.056,0.212,37.0 
18081,0.111,0.002,1,0.002,0.059,0.260,34.8 
18083,0.037,0.002,0,0.000,0.054,0.243,37.0 
18085,0.065,0.001,0,0.000,0.061,0.197,31.8 
18087,0.056,0.002,0,0.000,0.052,0.217,31.0 
18089,0.079,0.002,1,0.002,0.078,0.581,31.2 
18091,0.095,0.002,0,0.000,0.048,0.438,31.2 
18093,0.058,0.002,0,0.000,0.071,0.220,36.0 
18095,0.146,0.002,1,0.002,0.098,0.345,35.0 
18097,0.123,0.002,1,0.002,0.056,0.588,34.3 
18099,0.040,0.002,0,0.000,0.048,0.265,31.4 
18101,0.071,0.001,1,0.001,0.063,0.183,36.5 
18103,0.048,0.002,0,0.000,0.058,0.205,32.6 
18105,0.085,0.001,1,0.001,0.072,0.585,35.0 
18107,0.051,0.002,0,0.000,0.058,0.222,32.8 
18109,0.104,0.002,1,0.002,0.051,0.193,34.6 
18111,0.066,0.002,1,0.002,0.066,0.242,31.7 
18113,0.051,0.002,0,0.000,0.066,0.231,31.5 
18115,0.054,0.002,1,0.002,0.042,0.235,38.1 
18117,0.032,0.002,0,0.000,0.061,0.250,36.9 
18119,0.063,0.002,0,0.000,0.057,0.227,35.2 
18121,0.066,0.001,0,0.000,0.062,0.219,33.0 
18123,0.030,0.002,0,0.000,0.054,0.380,37.8 
18125,0.080,0.002,0,0.000,0.068,0.217,37.5 
18127,0.084,0.001,1,0.001,0.057,0.436,31.2 
18129,0.041,0.001,1,0.001,0.052,0.282,37.7 
18131,0.037,0.003,0,0.000,0.053,0.243,31.8 
18133,0.042,0.002,1,0.002,0.055,0.228,33.5 
18135,0.048,0.003,0,0.000,0.041,0.234,33.8 
18137,0.049,0.002,0,0.000,0.047,0.193,36.4 
18139,0.050,0.001,0,0.000,0.041,0.211,35.1 
18141,0.115,0.002,1,0.002,0.056,0.475,31.3 
18143,0.048,0.002,1,0.002,0.058,0.290,37.9 
18145,0.047,0.002,1,0.002,0.058,0.236,35.6 
18147,0.041,0.001,0,0.000,0.066,0.287,37.8 
18149,0.042,0.002,1,0.002,0.049,0.270,31.5 
18151,0.041,0.002,0,0.000,0.054,0.257,30.4 
18153,0.050,0.002,0,0.000,0.023,0.247,36.5 
18155,0.051,0.001,0,0.000,0.048,0.251,38.6 
18157,0.088,0.001,0,0.000,0.071,0.436,32.6 
18159,0.063,0.003,0,0.000,0.056,0.211,33.2 
18161,0.055,0.001,1,0.001,0.098,0.217,34.7 
18163,0.110,0.002,1,0.002,0.052,0.393,37.8 
18165,0.053,0.003,0,0.000,0.058,0.300,33.2 
18167,0.040,0.002,0,0.000,0.040,0.400,35.3 
18169,0.042,0.002,0,0.000,0.057,0.224,32.7 
18171,0.061,0.001,0,0.000,0.073,0.213,32.0 
18173,0.102,0.002,1,0.002,0.040,0.307,37.6 
18175,0.059,0.001,1,0.001,0.062,0.232,37.2 
18177,0.028,0.003,0,0.000,0.032,0.325,34.1 
18179,0.044,0.002,1,0.002,0.056,0.196,33.2 
18181,0.067,0.002,0,0.000,0.058,0.258,31.9 
18183,0.046,0.001,1,0.001,0.058,0.216,32.3 
19001,0.030,0.003,0,0.000,0.049,0.297,24.4 
19003,0.035,0.001,0,0.000,0.055,0.268,24.9 
19005,0.020,0.003,0,0.000,0.047,0.350,22.9 
19007,0.008,0.004,1,0.004,0.044,0.296,26.1 
19009,0.028,0.002,0,0.000,0.028,0.317,23.6 
19011,0.016,0.002,1,0.002,0.035,0.338,22.9 
19013,0.035,0.002,0,0.000,0.022,0.500,22.7 
19015,0.023,0.001,0,0.000,0.049,0.390,23.0 
19017,0.011,0.002,0,0.000,0.034,0.396,21.6 
19019,0.021,0.001,0,0.000,0.041,0.387,22.4 
19021,0.036,0.002,0,0.000,0.039,0.345,20.2 
19023,0.014,0.002,0,0.000,0.027,0.287,21.5 
19025,0.034,0.001,0,0.000,0.036,0.271,20.8 
19027,0.008,0.002,0,0.000,0.038,0.314,22.6 
19029,-0.001,0.004,0,0.000,0.032,0.274,24.7 
19031,0.015,0.001,0,0.000,0.038,0.377,25.1 
19033,0.017,0.002,0,0.000,0.032,0.429,19.9 
19035,0.013,0.003,0,0.000,0.036,0.268,20.2 
19037,0.022,0.001,0,0.000,0.032,0.352,20.6 
19039,0.045,0.002,0,0.000,0.048,0.329,25.4 
19041,0.028,0.002,0,0.000,0.043,0.261,19.5 
19043,0.018,0.003,0,0.000,0.017,0.355,23.3 
19045,-0.006,0.002,0,0.000,0.035,0.438,26.9 
19047,0.016,0.002,0,0.000,0.039,0.287,23.2 
19049,0.048,0.001,1,0.001,0.004,0.410,24.1 
19051,0.016,0.003,0,0.000,0.038,0.252,26.5 
19053,0.022,0.001,1,0.001,0.013,0.322,26.4 
19055,0.026,0.002,0,0.000,0.039,0.320,23.7 
19057,0.006,0.001,0,0.000,0.030,0.430,27.4 
19059,0.024,0.002,0,0.000,0.038,0.295,18.1 
19061,0.052,0.002,0,0.000,0.044,0.460,24.6 
19063,0.011,0.004,0,0.000,0.015,0.286,18.4 
19065,0.011,0.001,0,0.000,0.036,0.370,21.4 
19067,0.010,0.002,0,0.000,0.032,0.394,20.4 
19069,0.009,0.002,0,0.000,0.029,0.301,20.6 
19071,0.022,0.001,0,0.000,0.043,0.268,27.0 
19073,0.036,0.001,1,0.001,0.048,0.351,22.8 
19075,0.017,0.002,0,0.000,0.031,0.270,22.5 
19077,0.014,0.003,1,0.003,0.037,0.301,24.2 
19079,0.031,0.003,0,0.000,0.038,0.354,20.8 
19081,0.022,0.002,0,0.000,0.048,0.270,19.6 
19083,0.035,0.002,0,0.000,0.034,0.327,21.7 
19085,0.009,0.005,1,0.005,0.043,0.285,23.9 
19087,0.021,0.002,1,0.002,0.035,0.309,26.2 
19089,0.030,0.002,0,0.000,0.045,0.368,19.9 
19091,0.016,0.002,0,0.000,0.051,0.246,20.1 
19093,0.035,0.005,0,0.000,0.021,0.219,21.8 
19095,0.022,0.001,0,0.000,0.041,0.346,24.5 
19097,0.025,0.002,1,0.002,0.036,0.372,26.3 
19099,0.016,0.002,0,0.000,0.042,0.373,24.2 
19101,0.006,0.002,0,0.000,0.050,0.455,25.6 
19103,0.003,0.000,0,0.000,0.014,0.652,24.9 
19105,0.010,0.003,1,0.003,0.039,0.374,25.5 
19107,0.010,0.003,0,0.000,0.030,0.269,25.3 
19109,0.012,0.004,0,0.000,0.035,0.295,19.2 
19111,0.002,0.001,0,0.000,0.028,0.385,27.9 
19113,0.036,0.001,1,0.001,0.025,0.503,23.4 
19115,0.002,0.004,0,0.000,0.049,0.329,26.4 
19117,0.042,0.002,0,0.000,0.050,0.285,25.6 
19119,0.037,0.003,0,0.000,0.038,0.144,18.8 
19121,0.038,0.001,1,0.001,0.055,0.310,24.6 
19123,0.015,0.002,0,0.000,0.038,0.246,24.9 
19125,0.029,0.002,0,0.000,0.043,0.308,24.3 
19127,0.003,0.002,0,0.000,0.034,0.426,23.4 
19129,0.020,0.001,1,0.001,0.038,0.271,26.1 
19131,0.025,0.004,0,0.000,0.037,0.349,19.8 
19133,0.026,0.002,0,0.000,0.063,0.273,23.3 
19135,0.010,0.003,0,0.000,0.045,0.273,25.8 
19137,0.001,0.003,0,0.000,0.036,0.261,25.8 
19139,0.009,0.002,0,0.000,0.037,0.431,25.6 
19141,0.020,0.004,0,0.000,0.036,0.178,19.0 
19143,0.060,0.002,0,0.000,0.038,0.172,17.6 
19145,0.003,0.001,1,0.001,0.034,0.257,27.0 
19147,0.015,0.002,1,0.002,0.034,0.297,19.0 
19149,0.025,0.003,0,0.000,0.051,0.219,20.7 
19151,0.012,0.003,0,0.000,0.031,0.249,20.0 
19153,0.054,0.001,1,0.001,0.028,0.517,24.0 
19155,0.087,0.001,1,0.001,0.047,0.360,24.8 
19157,0.025,0.002,0,0.000,0.035,0.438,24.4 
19159,0.004,0.003,0,0.000,0.049,0.278,26.1 
19161,0.043,0.002,0,0.000,0.036,0.244,21.4 
19163,0.040,0.001,1,0.001,0.043,0.469,26.3 
19165,0.009,0.003,0,0.000,0.028,0.261,23.7 
19167,0.030,0.002,0,0.000,0.047,0.126,19.2 
19169,0.033,0.000,0,0.000,0.026,0.507,22.8 
19171,0.010,0.004,0,0.000,0.033,0.365,23.3 
19173,0.036,0.002,0,0.000,0.037,0.250,26.2 
19175,-0.024,0.002,0,0.000,0.039,0.330,25.0 
19177,0.051,0.002,0,0.000,0.037,0.237,26.5 
19179,0.011,0.003,0,0.000,0.033,0.369,26.0 
19181,0.026,0.001,1,0.001,0.043,0.381,24.8 
19183,0.029,0.002,0,0.000,0.048,0.361,25.7 
19185,0.010,0.003,0,0.000,0.042,0.245,25.9 
19187,0.011,0.002,1,0.002,0.035,0.362,21.0 
19189,0.001,0.003,1,0.003,0.031,0.334,19.1 
19191,0.029,0.001,0,0.000,0.034,0.462,21.8 
19193,0.002,0.002,0,0.000,0.071,0.371,22.2 
19195,-0.012,0.001,0,0.000,0.025,0.359,19.2 
19197,0.021,0.002,0,0.000,0.044,0.315,19.9 
20001,-0.014,0.001,0,0.000,0.021,0.263,35.7 
20003,0.049,0.002,0,0.000,0.095,0.201,34.3 
20005,0.045,0.001,0,0.000,0.008,0.303,30.7 
20009,0.011,0.002,0,0.000,0.019,0.179,32.2 
20011,0.010,0.001,0,0.000,0.025,0.219,35.9 
20013,0.007,0.004,0,0.000,0.039,0.214,29.4 
20015,0.041,0.001,1,0.001,0.037,0.238,35.4 
20017,0.076,0.001,0,0.000,0.007,0.231,33.3 
20021,0.038,0.002,0,0.000,0.024,0.233,38.9 
20027,0.051,0.003,0,0.000,-0.005,0.177,31.3 
20031,0.039,0.002,0,0.000,-0.003,0.179,34.2 
20035,0.042,0.002,0,0.000,0.015,0.281,37.4 
20037,0.024,0.002,0,0.000,0.022,0.349,37.3 
20041,0.018,0.002,0,0.000,0.010,0.196,32.8 
20043,0.065,0.002,1,0.002,0.085,0.174,30.0 
20045,0.066,0.001,0,0.000,0.053,0.623,32.6 
20051,0.022,0.002,0,0.000,0.019,0.230,32.7 
20053,0.057,0.003,1,0.003,0.043,0.194,33.2 
20055,0.047,0.002,0,0.000,0.045,0.314,35.2 
20057,0.054,0.002,0,0.000,0.042,0.278,35.4 
20059,0.049,0.001,0,0.000,0.043,0.264,33.8 
20061,0.032,0.001,0,0.000,0.024,0.363,32.3 
20067,0.035,0.002,0,0.000,0.003,0.185,36.3 
20069,0.061,0.002,0,0.000,0.077,0.127,35.4 
20073,0.049,0.002,0,0.000,0.053,0.171,35.1 
20077,0.209,0.004,0,0.000,0.037,0.152,37.5 
20079,0.041,0.001,1,0.001,0.020,0.340,35.0 
20087,0.044,0.002,0,0.000,0.044,0.302,31.5 
20091,0.082,0.001,1,0.001,0.020,0.448,32.4 
20093,-0.020,0.003,0,0.000,0.063,0.132,36.0 
20095,0.050,0.002,1,0.002,0.035,0.180,36.1 
20099,0.045,0.001,0,0.000,0.046,0.283,38.5 
20103,0.059,0.001,1,0.001,0.054,0.337,32.0 
20107,0.034,0.001,1,0.001,0.044,0.166,34.9 
20111,0.034,0.002,0,0.000,0.029,0.378,33.5 
20113,0.027,0.003,0,0.000,0.046,0.253,34.2 
20115,-0.006,0.001,0,0.000,0.016,0.214,33.8 
20121,0.044,0.001,1,0.001,0.048,0.266,33.5 
20125,0.011,0.002,0,0.000,0.004,0.220,38.5 
20133,0.015,0.001,0,0.000,0.025,0.238,37.0 
20139,0.029,0.001,0,0.000,0.051,0.249,34.0 
20143,-0.009,0.002,0,0.000,0.032,0.146,32.4 
20145,0.091,0.002,1,0.002,0.010,0.218,33.3 
20149,0.025,0.001,0,0.000,0.045,0.208,30.6 
20151,0.022,0.003,0,0.000,0.039,0.201,35.3 
20155,0.025,0.002,0,0.000,0.027,0.282,34.9 
20159,0.021,0.001,0,0.000,0.026,0.183,33.7 
20161,0.025,0.000,0,0.000,0.030,0.434,31.2 
20167,0.021,0.004,0,0.000,0.021,0.144,32.3 
20169,0.036,0.002,0,0.000,0.032,0.286,33.4 
20173,0.114,0.001,1,0.001,0.048,0.369,36.3 
20175,-0.002,0.001,1,0.001,0.018,0.323,36.6 
20177,0.099,0.002,0,0.000,0.047,0.450,32.7 
20183,0.022,0.001,0,0.000,-0.030,0.145,29.9 
20185,0.040,0.002,0,0.000,0.042,0.160,33.8 
20189,0.021,0.001,0,0.000,0.024,0.116,36.9 
20191,0.007,0.002,1,0.002,0.025,0.214,37.6 
20193,-0.009,0.002,0,0.000,-0.005,0.132,33.0 
20197,0.057,0.002,0,0.000,0.055,0.230,33.0 
20205,-0.030,0.002,1,0.002,0.006,0.165,37.3 
20207,-0.006,0.001,1,0.001,-0.024,0.189,35.7 
